Authority,Location,Period,Count
E08000028,Shared building,2024-02-01/P1M,30274
E08000028,Shared building,2024-03-01/P1M,33849
E08000028,Library,2023-04-01/P1M,23099
E08000028,Library,2023-05-01/P1M,24287
E08000028,Library,2023-06-01/P1M,27291
E08000028,Library,2023-07-01/P1M,27401
E08000028,Library,2023-08-01/P1M,26245
E08000028,Library,2023-09-01/P1M,24325
E08000028,Library,2023-10-01/P1M,25287
E08000028,Library,2023-11-01/P1M,26455
E08000028,Library,2023-12-01/P1M,22299
E08000028,Library,2024-01-01/P1M,28082
E08000028,Library,2024-02-01/P1M,31590
E08000028,Library,2024-03-01/P1M,32946
E08000014,Shared building,2023-03-01/P3M,45374
E08000014,Shared building,2023-06-01/P3M,57373
E08000014,Shared building,2023-09-01/P3M,55586
E08000014,Shared building,2023-12-01/P3M,49152
E08000014,Library,2023-03-01/P3M,68846
E08000014,Library,2023-06-01/P3M,87747
E08000014,Library,2023-09-01/P3M,66832
E08000014,Library,2023-12-01/P3M,84417
E08000014,Home delivery,2023-03-01/P3M,124
E08000014,Home delivery,2023-06-01/P3M,151
E08000014,Home delivery,2023-09-01/P3M,211
E08000014,Home delivery,2023-12-01/P3M,184
E08000019,Shared building,2023-04-01/P1M,46792
E08000019,Shared building,2023-05-01/P1M,51555
E08000019,Shared building,2023-06-01/P1M,50150
E08000019,Shared building,2023-07-01/P1M,58239
E08000019,Shared building,2023-08-01/P1M,56972
E08000019,Shared building,2023-09-01/P1M,48924
E08000019,Shared building,2023-10-01/P1M,51340
E08000019,Shared building,2023-11-01/P1M,53753
E08000019,Shared building,2023-12-01/P1M,38411
E08000019,Shared building,2024-01-01/P1M,65646
E08000019,Shared building,2024-02-01/P1M,56092
E08000019,Shared building,2024-03-01/P1M,62084
E08000019,Library,2023-04-01/P1M,16714
E08000019,Library,2023-05-01/P1M,18828
E08000019,Library,2023-06-01/P1M,18754
E08000019,Library,2023-07-01/P1M,20181
E08000019,Library,2023-08-01/P1M,20614
E08000019,Library,2023-09-01/P1M,21047
E08000019,Library,2023-10-01/P1M,21000
E08000019,Library,2023-11-01/P1M,18796
E08000019,Library,2023-12-01/P1M,15301
E08000019,Library,2024-01-01/P1M,24507
E08000019,Library,2024-02-01/P1M,22359
E08000019,Library,2024-03-01/P1M,20145
E06000051,Shared building,2023-04-01/P1M,22559
E06000051,Shared building,2023-05-01/P1M,19445
E06000051,Shared building,2023-06-01/P1M,21869
E06000051,Shared building,2023-07-01/P1M,23248
E06000051,Shared building,2023-08-01/P1M,26390
E06000051,Shared building,2023-09-01/P1M,24801
E06000051,Shared building,2023-10-01/P1M,23280
E06000051,Shared building,2023-11-01/P1M,22131
E06000051,Shared building,2023-12-01/P1M,14973
E06000051,Shared building,2024-01-01/P1M,17448
E06000051,Shared building,2024-02-01/P1M,22712
E06000051,Shared building,2024-03-01/P1M,23927
E06000051,Library,2023-04-01/P1M,27957
E06000051,Library,2023-05-01/P1M,28404
E06000051,Library,2023-06-01/P1M,31561
E06000051,Library,2023-07-01/P1M,32450
E06000051,Library,2023-08-01/P1M,34520
E06000051,Library,2023-09-01/P1M,31874
E06000051,Library,2023-10-01/P1M,28836
E06000051,Library,2023-11-01/P1M,28047
E06000051,Library,2023-12-01/P1M,20227
E06000051,Library,2024-01-01/P1M,29553
E06000051,Library,2024-02-01/P1M,28925
E06000051,Library,2024-03-01/P1M,28972
E06000051,Mobile library,2023-04-01/P1Y,1899
E06000051,Home delivery,2023-04-01/P1Y,82
E08000029,Shared building,2023-04-01/P1M,14330
E08000029,Shared building,2023-05-01/P1M,15318
E08000029,Shared building,2023-06-01/P1M,16896
E08000029,Shared building,2023-07-01/P1M,20645
E08000029,Shared building,2023-08-01/P1M,21941
E08000029,Shared building,2023-09-01/P1M,18575
E08000029,Shared building,2023-10-01/P1M,19669
E08000029,Shared building,2023-11-01/P1M,16968
E08000029,Shared building,2023-12-01/P1M,12157
E08000029,Shared building,2024-01-01/P1M,15460
E08000029,Shared building,2024-02-01/P1M,19244
E08000029,Shared building,2024-03-01/P1M,18930
E08000029,Library,2023-04-01/P1M,11257
E08000029,Library,2023-05-01/P1M,11044
E08000029,Library,2023-06-01/P1M,11095
E08000029,Library,2023-07-01/P1M,11496
E08000029,Library,2023-08-01/P1M,12525
E08000029,Library,2023-09-01/P1M,8645
E08000029,Library,2023-10-01/P1M,9784
E08000029,Library,2023-11-01/P1M,1862
E08000029,Library,2023-12-01/P1M,8758
E08000029,Library,2024-01-01/P1M,10296
E08000029,Library,2024-02-01/P1M,8341
E08000029,Library,2024-03-01/P1M,9393
E08000029,Home delivery,2023-04-01/P1M,145
E08000029,Home delivery,2023-05-01/P1M,145
E08000029,Home delivery,2023-06-01/P1M,152
E08000029,Home delivery,2023-07-01/P1M,158
E08000029,Home delivery,2023-08-01/P1M,143
E08000029,Home delivery,2023-09-01/P1M,146
E08000029,Home delivery,2023-10-01/P1M,147
E08000029,Home delivery,2023-11-01/P1M,147
E08000029,Home delivery,2023-12-01/P1M,147
E08000029,Home delivery,2024-01-01/P1M,146
E08000029,Home delivery,2024-02-01/P1M,147
E08000029,Home delivery,2024-03-01/P1M,145
E10000027,Shared building,2023-04-01/P1M,47454
E10000027,Shared building,2023-05-01/P1M,45508
E10000027,Shared building,2023-06-01/P1M,48512
E10000027,Shared building,2023-07-01/P1M,56243
E10000027,Shared building,2023-08-01/P1M,59288
E10000027,Shared building,2023-09-01/P1M,49027
E10000027,Shared building,2023-10-01/P1M,49068
E10000027,Shared building,2023-11-01/P1M,46723
E10000027,Shared building,2023-12-01/P1M,40357
E10000027,Shared building,2024-01-01/P1M,47136
E10000027,Shared building,2024-02-01/P1M,48278
E10000027,Shared building,2024-03-01/P1M,48084
E10000027,Library,2023-04-01/P1M,20768
E10000027,Library,2023-05-01/P1M,19665
E10000027,Library,2023-06-01/P1M,22083
E10000027,Library,2023-07-01/P1M,28617
E10000027,Library,2023-08-01/P1M,34024
E10000027,Library,2023-09-01/P1M,29517
E10000027,Library,2023-10-01/P1M,30540
E10000027,Library,2023-11-01/P1M,27906
E10000027,Library,2023-12-01/P1M,22988
E10000027,Library,2024-01-01/P1M,28375
E10000027,Library,2024-02-01/P1M,27921
E10000027,Library,2024-03-01/P1M,26975
E06000025,Shared building,2023-04-01/P1M,47099
E06000025,Shared building,2023-05-01/P1M,46289
E06000025,Shared building,2023-06-01/P1M,47640
E06000025,Shared building,2023-07-01/P1M,58531
E06000025,Shared building,2023-08-01/P1M,59472
E06000025,Shared building,2023-09-01/P1M,50773
E06000025,Shared building,2023-10-01/P1M,52968
E06000025,Shared building,2023-11-01/P1M,50416
E06000025,Shared building,2023-12-01/P1M,41300
E06000025,Shared building,2024-01-01/P1M,50876
E06000025,Shared building,2024-02-01/P1M,52650
E06000025,Shared building,2024-03-01/P1M,51170
E06000025,Mobile library,2023-04-01/P1M,21
E06000025,Mobile library,2023-05-01/P1M,20
E06000025,Mobile library,2023-06-01/P1M,19
E06000025,Mobile library,2023-07-01/P1M,20
E06000025,Mobile library,2023-08-01/P1M,21
E06000025,Mobile library,2023-09-01/P1M,21
E06000025,Home delivery,2023-04-01/P1Y,352
E08000023,Home delivery,2023-04-01/P1M,1578
E08000023,Home delivery,2023-05-01/P1M,1162
E08000023,Home delivery,2023-06-01/P1M,1307
E08000023,Home delivery,2023-07-01/P1M,1100
E08000023,Home delivery,2023-08-01/P1M,759
E08000023,Home delivery,2023-09-01/P1M,1176
E08000023,Home delivery,2023-10-01/P1M,1411
E08000023,Home delivery,2023-11-01/P1M,1516
E08000023,Home delivery,2023-12-01/P1M,684
E08000023,Home delivery,2024-01-01/P1M,1567
E08000023,Home delivery,2024-02-01/P1M,1496
E08000023,Home delivery,2024-03-01/P1M,1372
E09000028,Shared building,2023-04-01/P1M,76718
E09000028,Shared building,2023-05-01/P1M,83072
E09000028,Shared building,2023-06-01/P1M,78879
E09000028,Shared building,2023-07-01/P1M,86405
E09000028,Shared building,2023-08-01/P1M,84028
E09000028,Shared building,2023-09-01/P1M,96301
E09000028,Shared building,2023-10-01/P1M,104242
E09000028,Shared building,2023-11-01/P1M,118462
E09000028,Shared building,2023-12-01/P1M,105640
E09000028,Shared building,2024-01-01/P1M,111970
E09000028,Shared building,2024-02-01/P1M,116343
E09000028,Shared building,2024-03-01/P1M,115307
E09000028,Library,2023-04-01/P1M,26274
E09000028,Library,2023-05-01/P1M,25924
E09000028,Library,2023-06-01/P1M,26258
E09000028,Library,2023-07-01/P1M,25309
E09000028,Library,2023-08-01/P1M,24157
E09000028,Library,2023-09-01/P1M,26685
E09000028,Library,2023-10-01/P1M,28915
E09000028,Library,2023-11-01/P1M,29384
E09000028,Library,2023-12-01/P1M,23477
E09000028,Library,2024-01-01/P1M,29301
E09000028,Library,2024-02-01/P1M,28447
E09000028,Library,2024-03-01/P1M,28273
E09000028,Home delivery,2023-04-01/P1M,137
E09000028,Home delivery,2023-05-01/P1M,156
E09000028,Home delivery,2023-06-01/P1M,180
E09000028,Home delivery,2023-07-01/P1M,90
E09000028,Home delivery,2023-08-01/P1M,170
E09000028,Home delivery,2023-09-01/P1M,168
E09000028,Home delivery,2023-10-01/P1M,177
E09000028,Home delivery,2023-11-01/P1M,172
E09000028,Home delivery,2023-12-01/P1M,148
E09000028,Home delivery,2024-01-01/P1M,172
E09000028,Home delivery,2024-02-01/P1M,167
E09000028,Home delivery,2024-03-01/P1M,146
E08000013,Shared building,2023-04-01/P1M,14505
E08000013,Shared building,2023-05-01/P1M,14256
E08000013,Shared building,2023-06-01/P1M,17054
E08000013,Shared building,2023-07-01/P1M,20998
E08000013,Shared building,2023-08-01/P1M,21427
E08000013,Shared building,2023-09-01/P1M,19275
E08000013,Shared building,2023-10-01/P1M,18359
E08000013,Shared building,2023-11-01/P1M,16950
E08000013,Shared building,2023-12-01/P1M,12084
E08000013,Shared building,2024-01-01/P1M,14237
E08000013,Shared building,2024-02-01/P1M,13054
E08000013,Shared building,2024-03-01/P1M,13014
E08000013,Library,2023-04-01/P1M,4790
E08000013,Library,2023-05-01/P1M,4227
E08000013,Library,2023-06-01/P1M,4457
E08000013,Library,2023-07-01/P1M,5733
E08000013,Library,2023-08-01/P1M,6407
E08000013,Library,2023-09-01/P1M,5359
E08000013,Library,2023-10-01/P1M,5832
E08000013,Library,2023-11-01/P1M,4949
E08000013,Library,2023-12-01/P1M,4059
E08000013,Library,2024-01-01/P1M,5047
E08000013,Library,2024-02-01/P1M,6371
E08000013,Library,2024-03-01/P1M,5652
E08000013,Home delivery,2023-04-01/P1M,1018
E08000013,Home delivery,2023-05-01/P1M,876
E08000013,Home delivery,2023-06-01/P1M,938
E08000013,Home delivery,2023-07-01/P1M,1143
E08000013,Home delivery,2023-08-01/P1M,1030
E08000013,Home delivery,2023-09-01/P1M,1066
E08000013,Home delivery,2023-10-01/P1M,686
E08000013,Home delivery,2023-11-01/P1M,939
E08000013,Home delivery,2023-12-01/P1M,1165
E08000013,Home delivery,2024-01-01/P1M,1663
E08000013,Home delivery,2024-02-01/P1M,1415
E08000013,Home delivery,2024-03-01/P1M,1129
E10000028,Shared building,2023-04-01/P1M,81975
E10000028,Shared building,2023-05-01/P1M,83187
E10000028,Shared building,2023-06-01/P1M,93759
E10000028,Shared building,2023-07-01/P1M,114212
E10000028,Shared building,2023-08-01/P1M,112988
E10000028,Shared building,2023-09-01/P1M,107996
E10000028,Shared building,2023-10-01/P1M,111523
E10000028,Shared building,2023-11-01/P1M,109290
E10000028,Shared building,2023-12-01/P1M,88996
E10000028,Shared building,2024-01-01/P1M,104778
E10000028,Shared building,2024-02-01/P1M,106735
E10000028,Shared building,2024-03-01/P1M,110793
E10000028,Library,2023-04-01/P1M,53421
E10000028,Library,2023-05-01/P1M,53721
E10000028,Library,2023-06-01/P1M,57402
E10000028,Library,2023-07-01/P1M,63611
E10000028,Library,2023-08-01/P1M,72829
E10000028,Library,2023-09-01/P1M,59098
E10000028,Library,2023-10-01/P1M,61658
E10000028,Library,2023-11-01/P1M,61094
E10000028,Library,2023-12-01/P1M,49742
E10000028,Library,2024-01-01/P1M,60434
E10000028,Library,2024-02-01/P1M,58888
E10000028,Library,2024-03-01/P1M,62119
E10000028,Mobile library,2023-04-01/P1M,149
E10000028,Mobile library,2023-05-01/P1M,136
E10000028,Mobile library,2023-06-01/P1M,186
E10000028,Mobile library,2023-07-01/P1M,177
E10000028,Mobile library,2023-08-01/P1M,184
E10000028,Mobile library,2023-09-01/P1M,178
E10000028,Mobile library,2023-10-01/P1M,184
E10000028,Mobile library,2023-11-01/P1M,174
E10000028,Mobile library,2023-12-01/P1M,158
E10000028,Mobile library,2024-01-01/P1M,160
E10000028,Mobile library,2024-02-01/P1M,168
E10000028,Mobile library,2024-03-01/P1M,164
E10000028,Home delivery,2023-04-01/P1M,103
E10000028,Home delivery,2023-05-01/P1M,102
E10000028,Home delivery,2023-06-01/P1M,104
E10000028,Home delivery,2023-07-01/P1M,94
E10000028,Home delivery,2023-08-01/P1M,88
E10000028,Home delivery,2023-09-01/P1M,92
E10000028,Home delivery,2023-10-01/P1M,110
E10000028,Home delivery,2023-11-01/P1M,113
E10000028,Home delivery,2023-12-01/P1M,103
E10000028,Home delivery,2024-01-01/P1M,101
E10000028,Home delivery,2024-02-01/P1M,104
E10000028,Home delivery,2024-03-01/P1M,104
E08000007,Shared building,2023-04-01/P1M,42522
E08000007,Shared building,2023-05-01/P1M,51058
E08000007,Shared building,2023-06-01/P1M,40112
E08000007,Shared building,2023-07-01/P1M,40763
E08000007,Shared building,2023-08-01/P1M,50438
E08000007,Shared building,2023-09-01/P1M,38427
E08000007,Shared building,2023-10-01/P1M,40044
E08000007,Shared building,2023-11-01/P1M,48189
E08000007,Shared building,2023-12-01/P1M,30475
E08000007,Shared building,2024-01-01/P1M,49655
E08000007,Shared building,2024-02-01/P1M,43643
E08000007,Shared building,2024-03-01/P1M,39159
E08000007,Library,2023-04-01/P1M,3910
E08000007,Library,2023-05-01/P1M,4203
E08000007,Library,2023-06-01/P1M,3272
E08000007,Library,2023-07-01/P1M,4034
E08000007,Library,2023-08-01/P1M,4373
E08000007,Library,2023-09-01/P1M,3492
E08000007,Library,2023-10-01/P1M,3539
E08000007,Library,2023-11-01/P1M,3702
E08000007,Library,2023-12-01/P1M,2241
E08000007,Library,2024-01-01/P1M,3743
E08000007,Library,2024-02-01/P1M,4620
E08000007,Library,2024-03-01/P1M,4309
E08000007,Home delivery,2023-04-01/P1M,2726
E08000007,Home delivery,2023-05-01/P1M,2130
E08000007,Home delivery,2023-06-01/P1M,2474
E08000007,Home delivery,2023-07-01/P1M,1716
E08000007,Home delivery,2023-08-01/P1M,3011
E08000007,Home delivery,2023-09-01/P1M,1853
E08000007,Home delivery,2023-10-01/P1M,2516
E08000007,Home delivery,2023-11-01/P1M,2505
E08000007,Home delivery,2023-12-01/P1M,2168
E08000007,Home delivery,2024-01-01/P1M,2280
E08000007,Home delivery,2024-02-01/P1M,2856
E08000007,Home delivery,2024-03-01/P1M,2261
E06000004,Shared building,2023-04-01/P1M,2420
E06000004,Shared building,2023-05-01/P1M,2560
E06000004,Shared building,2023-06-01/P1M,2301
E06000004,Shared building,2023-07-01/P1M,2512
E06000004,Shared building,2023-08-01/P1M,2321
E06000004,Shared building,2023-09-01/P1M,2430
E06000004,Shared building,2023-10-01/P1M,2405
E06000004,Shared building,2023-11-01/P1M,2117
E06000004,Shared building,2023-12-01/P1M,1872
E06000004,Shared building,2024-01-01/P1M,2333
E06000004,Shared building,2024-02-01/P1M,2440
E06000004,Shared building,2024-03-01/P1M,2172
E06000004,Library,2023-04-01/P1M,33097
E06000004,Library,2023-05-01/P1M,29345
E06000004,Library,2023-06-01/P1M,29218
E06000004,Library,2023-07-01/P1M,37886
E06000004,Library,2023-08-01/P1M,28030
E06000004,Library,2023-09-01/P1M,30551
E06000004,Library,2023-10-01/P1M,30718
E06000004,Library,2023-11-01/P1M,28146
E06000004,Library,2023-12-01/P1M,22256
E06000004,Library,2024-01-01/P1M,23664
E06000004,Library,2024-02-01/P1M,29871
E06000004,Library,2024-03-01/P1M,30065
E06000004,Mobile library,2023-04-01/P1M,1164
E06000004,Mobile library,2023-05-01/P1M,619
E06000004,Mobile library,2023-06-01/P1M,1049
E06000004,Mobile library,2023-07-01/P1M,899
E06000004,Mobile library,2023-08-01/P1M,314
E06000004,Mobile library,2023-09-01/P1M,1023
E06000004,Mobile library,2023-10-01/P1M,1189
E06000004,Mobile library,2023-11-01/P1M,980
E06000004,Mobile library,2023-12-01/P1M,269
E06000004,Mobile library,2024-01-01/P1M,977
E06000004,Mobile library,2024-02-01/P1M,912
E06000004,Mobile library,2024-03-01/P1M,799
E06000004,Home delivery,2023-04-01/P1M,292
E06000004,Home delivery,2023-05-01/P1M,360
E06000004,Home delivery,2023-06-01/P1M,299
E06000004,Home delivery,2023-07-01/P1M,367
E06000004,Home delivery,2023-08-01/P1M,295
E06000004,Home delivery,2023-09-01/P1M,294
E06000004,Home delivery,2023-10-01/P1M,382
E06000004,Home delivery,2023-11-01/P1M,276
E06000004,Home delivery,2023-12-01/P1M,210
E06000004,Home delivery,2024-01-01/P1M,362
E06000004,Home delivery,2024-02-01/P1M,308
E06000004,Home delivery,2024-03-01/P1M,301
E06000021,Shared building,2023-04-01/P1M,20231
E06000021,Shared building,2023-05-01/P1M,19382
E06000021,Shared building,2023-06-01/P1M,21081
E06000021,Shared building,2023-07-01/P1M,21532
E06000021,Shared building,2023-08-01/P1M,20115
E06000021,Shared building,2023-09-01/P1M,18990
E06000021,Shared building,2023-10-01/P1M,21247
E06000021,Shared building,2023-11-01/P1M,22716
E06000021,Shared building,2023-12-01/P1M,14966
E06000021,Shared building,2024-01-01/P1M,22996
E06000021,Shared building,2024-02-01/P1M,23096
E06000021,Shared building,2024-03-01/P1M,21924
E06000021,Home delivery,2023-04-01/P1M,90
E06000021,Home delivery,2023-05-01/P1M,106
E06000021,Home delivery,2023-06-01/P1M,119
E06000021,Home delivery,2023-07-01/P1M,117
E06000021,Home delivery,2023-08-01/P1M,118
E06000021,Home delivery,2023-09-01/P1M,108
E06000021,Home delivery,2023-10-01/P1M,109
E06000021,Home delivery,2023-11-01/P1M,120
E06000021,Home delivery,2023-12-01/P1M,83
E06000021,Home delivery,2024-01-01/P1M,43
E06000021,Home delivery,2024-02-01/P1M,115
E06000021,Home delivery,2024-03-01/P1M,99
E10000029,Shared building,2023-03-01/P3M,430090
E10000029,Shared building,2023-06-01/P3M,488740
E10000029,Shared building,2023-09-01/P3M,448371
E10000029,Shared building,2023-12-01/P3M,450564
E08000024,Shared building,2023-04-01/P1Y,2703
E08000024,Library,2023-04-01/P1Y,2885
E08000024,Home delivery,2023-04-01/P1M,135
E08000024,Home delivery,2023-05-01/P1M,110
E08000024,Home delivery,2023-06-01/P1M,55
E08000024,Home delivery,2023-07-01/P1M,119
E08000024,Home delivery,2023-08-01/P1M,138
E08000024,Home delivery,2023-09-01/P1M,124
E08000024,Home delivery,2023-10-01/P1M,152
E08000024,Home delivery,2023-11-01/P1M,81
E08000024,Home delivery,2023-12-01/P1M,109
E08000024,Home delivery,2024-01-01/P1M,102
E08000024,Home delivery,2024-02-01/P1M,138
E08000024,Home delivery,2024-03-01/P1M,159
E10000030,Shared building,2023-04-01/P1M,108081
E10000030,Shared building,2023-05-01/P1M,122920
E10000030,Shared building,2023-06-01/P1M,115142
E10000030,Shared building,2023-07-01/P1M,130806
E10000030,Shared building,2023-08-01/P1M,150911
E10000030,Shared building,2023-09-01/P1M,127428
E10000030,Shared building,2023-10-01/P1M,118074
E10000030,Shared building,2023-11-01/P1M,117860
E10000030,Shared building,2023-12-01/P1M,99819
E10000030,Shared building,2024-01-01/P1M,116395
E10000030,Shared building,2024-02-01/P1M,122359
E10000030,Shared building,2024-03-01/P1M,126831
E10000030,Library,2023-04-01/P1M,86488
E10000030,Library,2023-05-01/P1M,93206
E10000030,Library,2023-06-01/P1M,82732
E10000030,Library,2023-07-01/P1M,99747
E10000030,Library,2023-08-01/P1M,114806
E10000030,Library,2023-09-01/P1M,101591
E10000030,Library,2023-10-01/P1M,100433
E10000030,Library,2023-11-01/P1M,94612
E10000030,Library,2023-12-01/P1M,77375
E10000030,Library,2024-01-01/P1M,94494
E10000030,Library,2024-02-01/P1M,89600
E10000030,Library,2024-03-01/P1M,89992
E10000030,Home delivery,2023-04-01/P1M,144
E10000030,Home delivery,2023-05-01/P1M,147
E10000030,Home delivery,2023-06-01/P1M,145
E10000030,Home delivery,2023-07-01/P1M,142
E10000030,Home delivery,2023-08-01/P1M,143
E10000030,Home delivery,2023-09-01/P1M,136
E10000030,Home delivery,2023-10-01/P1M,137
E10000030,Home delivery,2023-11-01/P1M,139
E10000030,Home delivery,2023-12-01/P1M,137
E10000030,Home delivery,2024-01-01/P1M,140
E10000030,Home delivery,2024-02-01/P1M,137
E10000030,Home delivery,2024-03-01/P1M,140
E06000030,Shared building,2023-04-01/P1M,18262
E06000030,Shared building,2023-05-01/P1M,19545
E06000030,Shared building,2023-06-01/P1M,22858
E06000030,Shared building,2023-07-01/P1M,27422
E06000030,Shared building,2023-08-01/P1M,30317
E06000030,Shared building,2023-09-01/P1M,23831
E06000030,Shared building,2023-10-01/P1M,21660
E06000030,Shared building,2023-11-01/P1M,23239
E06000030,Shared building,2023-12-01/P1M,20920
E06000030,Shared building,2024-01-01/P1M,22062
E06000030,Shared building,2024-02-01/P1M,19815
E06000030,Shared building,2024-03-01/P1M,20073
E06000030,Home delivery,2023-04-01/P1M,40
E06000030,Home delivery,2023-05-01/P1M,40
E06000030,Home delivery,2023-06-01/P1M,50
E06000030,Home delivery,2023-07-01/P1M,45
E06000030,Home delivery,2023-08-01/P1M,51
E06000030,Home delivery,2023-09-01/P1M,52
E06000030,Home delivery,2023-10-01/P1M,27
E06000030,Home delivery,2023-11-01/P1M,32
E06000030,Home delivery,2023-12-01/P1M,40
E06000030,Home delivery,2024-01-01/P1M,26
E06000030,Home delivery,2024-02-01/P1M,35
E06000030,Home delivery,2024-03-01/P1M,47
E08000008,Shared building,2023-04-01/P1M,4661
E08000008,Shared building,2023-05-01/P1M,4716
E08000008,Shared building,2023-06-01/P1M,4105
E08000008,Shared building,2023-07-01/P1M,4831
E08000008,Shared building,2023-08-01/P1M,5367
E08000008,Shared building,2023-09-01/P1M,4799
E08000008,Shared building,2023-10-01/P1M,5421
E08000008,Shared building,2023-11-01/P1M,49433
E08000008,Shared building,2023-12-01/P1M,3217
E08000008,Shared building,2024-01-01/P1M,4869
E08000008,Shared building,2024-02-01/P1M,4761
E08000008,Shared building,2024-03-01/P1M,4309
E08000008,Library,2023-04-01/P1M,26429
E08000008,Library,2023-05-01/P1M,28164
E08000008,Library,2023-06-01/P1M,28354
E08000008,Library,2023-07-01/P1M,30028
E08000008,Library,2023-08-01/P1M,32069
E08000008,Library,2023-09-01/P1M,30199
E08000008,Library,2023-10-01/P1M,29034
E08000008,Library,2023-11-01/P1M,29484
E08000008,Library,2023-12-01/P1M,19421
E08000008,Library,2024-01-01/P1M,27128
E08000008,Library,2024-02-01/P1M,26993
E08000008,Library,2024-03-01/P1M,26998
E08000008,Home delivery,2023-04-01/P1M,155
E08000008,Home delivery,2023-05-01/P1M,185
E08000008,Home delivery,2023-06-01/P1M,180
E08000008,Home delivery,2023-07-01/P1M,169
E08000008,Home delivery,2023-08-01/P1M,194
E08000008,Home delivery,2023-09-01/P1M,139
E08000008,Home delivery,2023-10-01/P1M,173
E08000008,Home delivery,2023-11-01/P1M,193
E08000008,Home delivery,2023-12-01/P1M,127
E08000008,Home delivery,2024-01-01/P1M,207
E08000008,Home delivery,2024-02-01/P1M,201
E08000008,Home delivery,2024-03-01/P1M,168
E06000034,Shared building,2023-04-01/P1M,19874
E06000034,Shared building,2023-05-01/P1M,24262
E06000034,Shared building,2023-06-01/P1M,23338
E06000034,Shared building,2023-07-01/P1M,25891
E06000034,Shared building,2023-08-01/P1M,31521
E06000034,Shared building,2023-09-01/P1M,24406
E06000034,Shared building,2023-10-01/P1M,24365
E06000034,Shared building,2023-11-01/P1M,21933
E06000034,Shared building,2023-12-01/P1M,20274
E06000034,Shared building,2024-01-01/P1M,21616
E06000034,Shared building,2024-02-01/P1M,21859
E06000034,Shared building,2024-03-01/P1M,21243
E06000034,Library,2023-04-01/P1M,25571
E06000034,Library,2023-05-01/P1M,16855
E06000034,Library,2023-06-01/P1M,18593
E06000034,Library,2023-07-01/P1M,17942
E06000034,Library,2023-08-01/P1M,17027
E06000034,Library,2023-09-01/P1M,14173
E06000034,Library,2023-10-01/P1M,18304
E06000034,Library,2023-11-01/P1M,21212
E06000034,Library,2023-12-01/P1M,28795
E06000034,Library,2024-01-01/P1M,20176
E06000034,Library,2024-02-01/P1M,20901
E06000034,Library,2024-03-01/P1M,23970
E06000034,Home delivery,2023-04-01/P1M,115
E06000034,Home delivery,2023-05-01/P1M,115
E06000034,Home delivery,2023-06-01/P1M,115
E06000034,Home delivery,2023-07-01/P1M,115
E06000034,Home delivery,2023-08-01/P1M,115
E06000034,Home delivery,2023-09-01/P1M,115
E06000034,Home delivery,2023-10-01/P1M,115
E06000034,Home delivery,2023-11-01/P1M,115
E06000034,Home delivery,2023-12-01/P1M,115
E06000034,Home delivery,2024-01-01/P1M,115
E06000034,Home delivery,2024-02-01/P1M,115
E06000034,Home delivery,2024-03-01/P1M,115
E06000027,Shared building,2023-04-01/P1M,12670
E06000027,Shared building,2023-05-01/P1M,13418
E06000027,Shared building,2023-06-01/P1M,13370
E06000027,Shared building,2023-07-01/P1M,15716
E06000027,Shared building,2023-08-01/P1M,15953
E06000027,Shared building,2023-09-01/P1M,13820
E06000027,Shared building,2023-10-01/P1M,14789
E06000027,Shared building,2023-11-01/P1M,14232
E06000027,Shared building,2023-12-01/P1M,11329
E06000027,Shared building,2024-01-01/P1M,13502
E06000027,Shared building,2024-02-01/P1M,13677
E06000027,Shared building,2024-03-01/P1M,13841
E06000027,Library,2023-04-01/P1M,12334
E06000027,Library,2023-05-01/P1M,12294
E06000027,Library,2023-06-01/P1M,14187
E06000027,Library,2023-07-01/P1M,14341
E06000027,Library,2023-08-01/P1M,15335
E06000027,Library,2023-09-01/P1M,12515
E06000027,Library,2023-10-01/P1M,14293
E06000027,Library,2023-11-01/P1M,13926
E06000027,Library,2023-12-01/P1M,9966
E06000027,Library,2024-01-01/P1M,13267
E06000027,Library,2024-02-01/P1M,12720
E06000027,Library,2024-03-01/P1M,13137
E06000027,Home delivery,2023-04-01/P1M,69
E06000027,Home delivery,2023-05-01/P1M,62
E06000027,Home delivery,2023-06-01/P1M,89
E06000027,Home delivery,2023-07-01/P1M,82
E06000027,Home delivery,2023-08-01/P1M,79
E06000027,Home delivery,2023-09-01/P1M,83
E06000027,Home delivery,2023-10-01/P1M,66
E06000027,Home delivery,2023-11-01/P1M,67
E06000027,Home delivery,2023-12-01/P1M,57
E06000027,Home delivery,2024-01-01/P1M,73
E06000027,Home delivery,2024-02-01/P1M,70
E06000027,Home delivery,2024-03-01/P1M,77
E09000030,Shared building,2023-04-01/P1M,10207
E09000030,Shared building,2023-05-01/P1M,9724
E09000030,Shared building,2023-06-01/P1M,8490
E09000030,Shared building,2023-07-01/P1M,11212
E09000030,Shared building,2023-08-01/P1M,12065
E09000030,Shared building,2023-09-01/P1M,10726
E09000030,Shared building,2023-10-01/P1M,11382
E09000030,Shared building,2023-11-01/P1M,9989
E09000030,Shared building,2023-12-01/P1M,7214
E09000030,Shared building,2024-01-01/P1M,11127
E09000030,Shared building,2024-02-01/P1M,9321
E09000030,Shared building,2024-03-01/P1M,10009
E09000030,Library,2023-04-01/P1M,94772
E09000030,Library,2023-05-01/P1M,106048
