Authority,Format,Content age group,Period,Count
E10000032,Ebook,Under 12,2023-07-01/P1M,697
E10000032,Ebook,Under 12,2023-08-01/P1M,679
E10000032,Ebook,Under 12,2023-09-01/P1M,578
E10000032,Ebook,Under 12,2023-10-01/P1M,534
E10000032,Ebook,Under 12,2023-11-01/P1M,484
E10000032,Ebook,Under 12,2023-12-01/P1M,744
E10000032,Ebook,Under 12,2024-01-01/P1M,587
E10000032,Ebook,Under 12,2024-02-01/P1M,586
E10000032,Ebook,Under 12,2024-03-01/P1M,743
E10000032,Ebook,12-17,2023-04-01/P1M,297
E10000032,Ebook,12-17,2023-05-01/P1M,303
E10000032,Ebook,12-17,2023-06-01/P1M,323
E10000032,Ebook,12-17,2023-07-01/P1M,356
E10000032,Ebook,12-17,2023-08-01/P1M,376
E10000032,Ebook,12-17,2023-09-01/P1M,345
E10000032,Ebook,12-17,2023-10-01/P1M,313
E10000032,Ebook,12-17,2023-11-01/P1M,327
E10000032,Ebook,12-17,2023-12-01/P1M,355
E10000032,Ebook,12-17,2024-01-01/P1M,347
E10000032,Ebook,12-17,2024-02-01/P1M,346
E10000032,Ebook,12-17,2024-03-01/P1M,409
E10000032,Eaudio,Adult,2023-04-01/P1M,7769
E10000032,Eaudio,Adult,2023-05-01/P1M,9644
E10000032,Eaudio,Adult,2023-06-01/P1M,9405
E10000032,Eaudio,Adult,2023-07-01/P1M,9671
E10000032,Eaudio,Adult,2023-08-01/P1M,10192
E10000032,Eaudio,Adult,2023-09-01/P1M,10723
E10000032,Eaudio,Adult,2023-10-01/P1M,11549
E10000032,Eaudio,Adult,2023-11-01/P1M,10672
E10000032,Eaudio,Adult,2023-12-01/P1M,10745
E10000032,Eaudio,Adult,2024-01-01/P1M,11886
E10000032,Eaudio,Adult,2024-02-01/P1M,10612
E10000032,Eaudio,Adult,2024-03-01/P1M,11909
E10000032,Eaudio,Under 12,2023-04-01/P1M,1173
E10000032,Eaudio,Under 12,2023-05-01/P1M,1331
E10000032,Eaudio,Under 12,2023-06-01/P1M,1211
E10000032,Eaudio,Under 12,2023-07-01/P1M,1395
E10000032,Eaudio,Under 12,2023-08-01/P1M,1529
E10000032,Eaudio,Under 12,2023-09-01/P1M,1273
E10000032,Eaudio,Under 12,2023-10-01/P1M,1394
E10000032,Eaudio,Under 12,2023-11-01/P1M,1431
E10000032,Eaudio,Under 12,2023-12-01/P1M,1743
E10000032,Eaudio,Under 12,2024-01-01/P1M,1733
E10000032,Eaudio,Under 12,2024-02-01/P1M,1718
E10000032,Eaudio,Under 12,2024-03-01/P1M,1942
E10000032,Eaudio,12-17,2023-04-01/P1M,261
E10000032,Eaudio,12-17,2023-05-01/P1M,422
E10000032,Eaudio,12-17,2023-06-01/P1M,361
E10000032,Eaudio,12-17,2023-07-01/P1M,394
E10000032,Eaudio,12-17,2023-08-01/P1M,446
E10000032,Eaudio,12-17,2023-09-01/P1M,410
E10000032,Eaudio,12-17,2023-10-01/P1M,434
E10000032,Eaudio,12-17,2023-11-01/P1M,482
E10000032,Eaudio,12-17,2023-12-01/P1M,522
E10000032,Eaudio,12-17,2024-01-01/P1M,608
E10000032,Eaudio,12-17,2024-02-01/P1M,894
E10000032,Eaudio,12-17,2024-03-01/P1M,833
E09000033,Physical book,Adult,2023-04-01/P1M,31066
E09000033,Physical book,Adult,2023-05-01/P1M,32429
E09000033,Physical book,Adult,2023-06-01/P1M,30471
E09000033,Physical book,Adult,2023-07-01/P1M,31367
E09000033,Physical book,Adult,2023-08-01/P1M,32332
E09000033,Physical book,Adult,2023-09-01/P1M,31024
E09000033,Physical book,Adult,2023-10-01/P1M,30591
E09000033,Physical book,Adult,2023-11-01/P1M,29129
E09000033,Physical book,Adult,2023-12-01/P1M,27386
E09000033,Physical book,Adult,2024-01-01/P1M,31599
E09000033,Physical book,Adult,2024-02-01/P1M,28742
E09000033,Physical book,Adult,2024-03-01/P1M,29847
E09000033,Physical book,Under 12,2023-04-01/P1M,19080
E09000033,Physical book,Under 12,2023-05-01/P1M,22847
E09000033,Physical book,Under 12,2023-06-01/P1M,20631
E09000033,Physical book,Under 12,2023-07-01/P1M,20159
E09000033,Physical book,Under 12,2023-08-01/P1M,19992
E09000033,Physical book,Under 12,2023-09-01/P1M,18702
E09000033,Physical book,Under 12,2023-10-01/P1M,21549
E09000033,Physical book,Under 12,2023-11-01/P1M,21726
E09000033,Physical book,Under 12,2023-12-01/P1M,17700
E09000033,Physical book,Under 12,2024-01-01/P1M,21617
E09000033,Physical book,Under 12,2024-02-01/P1M,19627
E09000033,Physical book,Under 12,2024-03-01/P1M,21361
E09000033,Physical book,12-17,2023-04-01/P1M,888
E09000033,Physical book,12-17,2023-05-01/P1M,904
E09000033,Physical book,12-17,2023-06-01/P1M,866
E09000033,Physical book,12-17,2023-07-01/P1M,1012
E09000033,Physical book,12-17,2023-08-01/P1M,1069
E09000033,Physical book,12-17,2023-09-01/P1M,1046
E09000033,Physical book,12-17,2023-10-01/P1M,1029
E09000033,Physical book,12-17,2023-11-01/P1M,903
E09000033,Physical book,12-17,2023-12-01/P1M,825
E09000033,Physical book,12-17,2024-01-01/P1M,896
E09000033,Physical book,12-17,2024-02-01/P1M,863
E09000033,Physical book,12-17,2024-03-01/P1M,884
E09000033,Physical audiobook,Adult,2023-04-01/P1M,420
E09000033,Physical audiobook,Adult,2023-05-01/P1M,361
E09000033,Physical audiobook,Adult,2023-06-01/P1M,367
E09000033,Physical audiobook,Adult,2023-07-01/P1M,286
E09000033,Physical audiobook,Adult,2023-08-01/P1M,314
E09000033,Physical audiobook,Adult,2023-09-01/P1M,338
E09000033,Physical audiobook,Adult,2023-10-01/P1M,244
E09000033,Physical audiobook,Adult,2023-11-01/P1M,385
E09000033,Physical audiobook,Adult,2023-12-01/P1M,183
E09000033,Physical audiobook,Adult,2024-01-01/P1M,445
E09000033,Physical audiobook,Adult,2024-02-01/P1M,341
E09000033,Physical audiobook,Adult,2024-03-01/P1M,264
E09000033,Physical audiobook,Under 12,2023-04-01/P1M,34
E09000033,Physical audiobook,Under 12,2023-05-01/P1M,23
E09000033,Physical audiobook,Under 12,2023-06-01/P1M,29
E09000033,Physical audiobook,Under 12,2023-07-01/P1M,22
E09000033,Physical audiobook,Under 12,2023-08-01/P1M,21
E09000033,Physical audiobook,Under 12,2023-09-01/P1M,26
E09000033,Physical audiobook,Under 12,2023-10-01/P1M,18
E09000033,Physical audiobook,Under 12,2023-11-01/P1M,32
E09000033,Physical audiobook,Under 12,2023-12-01/P1M,13
E09000033,Physical audiobook,Under 12,2024-01-01/P1M,41
E09000033,Physical audiobook,Under 12,2024-02-01/P1M,23
E09000033,Physical audiobook,Under 12,2024-03-01/P1M,32
E09000033,Ebook,Unknown,2023-04-01/P1M,2666
E09000033,Ebook,Unknown,2023-05-01/P1M,2608
E09000033,Ebook,Unknown,2023-06-01/P1M,2510
E09000033,Ebook,Unknown,2023-07-01/P1M,2829
E09000033,Ebook,Unknown,2023-08-01/P1M,2893
E09000033,Ebook,Unknown,2023-09-01/P1M,2705
E09000033,Ebook,Unknown,2023-10-01/P1M,2767
E09000033,Ebook,Unknown,2023-11-01/P1M,2436
E09000033,Ebook,Unknown,2023-12-01/P1M,2891
E09000033,Ebook,Unknown,2024-01-01/P1M,2962
E09000033,Ebook,Unknown,2024-02-01/P1M,2910
E09000033,Ebook,Unknown,2024-03-01/P1M,3158
E09000033,Physical audiobook,Unknown,2023-04-01/P1M,1986
E09000033,Physical audiobook,Unknown,2023-05-01/P1M,1839
E09000033,Physical audiobook,Unknown,2023-06-01/P1M,1574
E09000033,Physical audiobook,Unknown,2023-07-01/P1M,1923
E09000033,Physical audiobook,Unknown,2023-08-01/P1M,2079
E09000033,Physical audiobook,Unknown,2023-09-01/P1M,1883
E09000033,Physical audiobook,Unknown,2023-10-01/P1M,1976
E09000033,Physical audiobook,Unknown,2023-11-01/P1M,1841
E09000033,Physical audiobook,Unknown,2023-12-01/P1M,1899
E09000033,Physical audiobook,Unknown,2024-01-01/P1M,2180
E09000033,Physical audiobook,Unknown,2024-02-01/P1M,2097
E09000033,Physical audiobook,Unknown,2024-03-01/P1M,2152
E06000064,Physical book,Adult,2023-04-01/P1M,26325
E06000064,Physical book,Adult,2023-05-01/P1M,27973
E06000064,Physical book,Adult,2023-06-01/P1M,28041
E06000064,Physical book,Adult,2023-07-01/P1M,29592
E06000064,Physical book,Adult,2023-08-01/P1M,31322
E06000064,Physical book,Adult,2023-09-01/P1M,28806
E06000064,Physical book,Adult,2023-10-01/P1M,28348
E06000064,Physical book,Adult,2023-11-01/P1M,27544
E06000064,Physical book,Adult,2023-12-01/P1M,25470
E06000064,Physical book,Adult,2024-01-01/P1M,29923
E06000064,Physical book,Adult,2024-02-01/P1M,27877
E06000064,Physical book,Adult,2024-03-01/P1M,28662
E06000064,Physical audiobook,Adult,2023-04-01/P1M,663
E06000064,Physical audiobook,Adult,2023-05-01/P1M,782
E06000064,Physical audiobook,Adult,2023-06-01/P1M,782
E06000064,Physical audiobook,Adult,2023-07-01/P1M,817
E06000064,Physical audiobook,Adult,2023-08-01/P1M,811
E06000064,Physical audiobook,Adult,2023-09-01/P1M,811
E06000064,Physical audiobook,Adult,2023-10-01/P1M,803
E06000064,Physical audiobook,Adult,2023-11-01/P1M,735
E06000064,Physical audiobook,Adult,2023-12-01/P1M,740
E06000064,Physical audiobook,Adult,2024-01-01/P1M,735
E06000064,Physical audiobook,Adult,2024-02-01/P1M,718
E06000064,Physical audiobook,Adult,2024-03-01/P1M,762
E06000064,Ebook,Unknown,2023-04-01/P1M,7167
E06000064,Ebook,Unknown,2023-05-01/P1M,7129
E06000064,Ebook,Unknown,2023-06-01/P1M,7030
E06000064,Ebook,Unknown,2023-07-01/P1M,7724
E06000064,Ebook,Unknown,2023-08-01/P1M,8225
E06000064,Ebook,Unknown,2023-09-01/P1M,7457
E06000064,Ebook,Unknown,2023-10-01/P1M,7622
E06000064,Ebook,Unknown,2023-11-01/P1M,7441
E06000064,Ebook,Unknown,2023-12-01/P1M,7486
E06000064,Ebook,Unknown,2024-01-01/P1M,7880
E06000064,Ebook,Unknown,2024-02-01/P1M,7551
E06000064,Ebook,Unknown,2024-03-01/P1M,7920
E06000064,Physical audiobook,Unknown,2023-04-01/P1M,9891
E06000064,Physical audiobook,Unknown,2023-05-01/P1M,10452
E06000064,Physical audiobook,Unknown,2023-06-01/P1M,10363
E06000064,Physical audiobook,Unknown,2023-07-01/P1M,11371
E06000064,Physical audiobook,Unknown,2023-08-01/P1M,11718
E06000064,Physical audiobook,Unknown,2023-09-01/P1M,11415
E06000064,Physical audiobook,Unknown,2023-10-01/P1M,12042
E06000064,Physical audiobook,Unknown,2023-11-01/P1M,11731
E06000064,Physical audiobook,Unknown,2023-12-01/P1M,11621
E06000064,Physical audiobook,Unknown,2024-01-01/P1M,12727
E06000064,Physical audiobook,Unknown,2024-02-01/P1M,11889
E06000064,Physical audiobook,Unknown,2024-03-01/P1M,12834
E08000010,Physical book,Unknown,2023-04-01/P1M,15713
E08000010,Physical book,Unknown,2023-05-01/P1M,15422
E08000010,Physical book,Unknown,2023-06-01/P1M,18951
E08000010,Physical book,Unknown,2023-07-01/P1M,22006
E08000010,Physical book,Unknown,2023-08-01/P1M,17720
E08000010,Physical book,Unknown,2023-09-01/P1M,17576
E08000010,Physical book,Unknown,2023-10-01/P1M,16083
E08000010,Physical book,Unknown,2023-11-01/P1M,10629
E08000010,Physical book,Unknown,2023-12-01/P1M,16832
E08000010,Physical book,Unknown,2024-01-01/P1M,16840
E08000010,Physical book,Unknown,2024-02-01/P1M,16557
E08000010,Physical book,Unknown,2024-03-01/P1M,16284
E08000010,Ebook,Unknown,2023-04-01/P1M,1747
E08000010,Ebook,Unknown,2023-05-01/P1M,1757
E08000010,Ebook,Unknown,2023-06-01/P1M,1870
E08000010,Ebook,Unknown,2023-07-01/P1M,2018
E08000010,Ebook,Unknown,2023-08-01/P1M,2210
E08000010,Ebook,Unknown,2023-09-01/P1M,2213
E08000010,Ebook,Unknown,2023-10-01/P1M,2327
E08000010,Ebook,Unknown,2023-11-01/P1M,2129
E08000010,Ebook,Unknown,2023-12-01/P1M,2192
E08000010,Ebook,Unknown,2024-01-01/P1M,2452
E08000010,Ebook,Unknown,2024-02-01/P1M,2284
E08000010,Ebook,Unknown,2024-03-01/P1M,2630
E08000010,Physical audiobook,Unknown,2023-04-01/P1M,1964
E08000010,Physical audiobook,Unknown,2023-05-01/P1M,1995
E08000010,Physical audiobook,Unknown,2023-06-01/P1M,2140
E08000010,Physical audiobook,Unknown,2023-07-01/P1M,2396
E08000010,Physical audiobook,Unknown,2023-08-01/P1M,2581
E08000010,Physical audiobook,Unknown,2023-09-01/P1M,2607
E08000010,Physical audiobook,Unknown,2023-10-01/P1M,2669
E08000010,Physical audiobook,Unknown,2023-11-01/P1M,2489
E08000010,Physical audiobook,Unknown,2023-12-01/P1M,2516
E08000010,Physical audiobook,Unknown,2024-01-01/P1M,3079
E08000010,Physical audiobook,Unknown,2024-02-01/P1M,2939
E08000010,Physical audiobook,Unknown,2024-03-01/P1M,2992
E06000054,Physical book,Adult,2023-04-01/P1M,61220
E06000054,Physical book,Adult,2023-05-01/P1M,62824
E06000054,Physical book,Adult,2023-06-01/P1M,62823
E06000054,Physical book,Adult,2023-07-01/P1M,66338
E06000054,Physical book,Adult,2023-08-01/P1M,69546
E06000054,Physical book,Adult,2023-09-01/P1M,67162
E06000054,Physical book,Adult,2023-10-01/P1M,66541
E06000054,Physical book,Adult,2023-11-01/P1M,63962
E06000054,Physical book,Adult,2023-12-01/P1M,58026
E06000054,Physical book,Adult,2024-01-01/P1M,67450
E06000054,Physical book,Adult,2024-02-01/P1M,62665
E06000054,Physical book,Adult,2024-03-01/P1M,64421
E06000054,Physical book,Under 12,2023-04-01/P1M,57115
E06000054,Physical book,Under 12,2023-05-01/P1M,52867
E06000054,Physical book,Under 12,2023-06-01/P1M,51223
E06000054,Physical book,Under 12,2023-07-01/P1M,74408
E06000054,Physical book,Under 12,2023-08-01/P1M,82703
E06000054,Physical book,Under 12,2023-09-01/P1M,62142
E06000054,Physical book,Under 12,2023-10-01/P1M,60586
E06000054,Physical book,Under 12,2023-11-01/P1M,53782
E06000054,Physical book,Under 12,2023-12-01/P1M,43283
E06000054,Physical book,Under 12,2024-01-01/P1M,53616
E06000054,Physical book,Under 12,2024-02-01/P1M,55342
E06000054,Physical book,Under 12,2024-03-01/P1M,57506
E06000054,Physical book,12-17,2023-04-01/P1M,2685
E06000054,Physical book,12-17,2023-05-01/P1M,2470
E06000054,Physical book,12-17,2023-06-01/P1M,2372
E06000054,Physical book,12-17,2023-07-01/P1M,3497
E06000054,Physical book,12-17,2023-08-01/P1M,3966
E06000054,Physical book,12-17,2023-09-01/P1M,3145
E06000054,Physical book,12-17,2023-10-01/P1M,2936
E06000054,Physical book,12-17,2023-11-01/P1M,2577
E06000054,Physical book,12-17,2023-12-01/P1M,2231
E06000054,Physical book,12-17,2024-01-01/P1M,2535
E06000054,Physical book,12-17,2024-02-01/P1M,2501
E06000054,Physical book,12-17,2024-03-01/P1M,2696
E06000054,Physical audiobook,Adult,2023-04-01/P1M,1062
E06000054,Physical audiobook,Adult,2023-05-01/P1M,1059
E06000054,Physical audiobook,Adult,2023-06-01/P1M,1093
E06000054,Physical audiobook,Adult,2023-07-01/P1M,1203
E06000054,Physical audiobook,Adult,2023-08-01/P1M,1251
E06000054,Physical audiobook,Adult,2023-09-01/P1M,1167
E06000054,Physical audiobook,Adult,2023-10-01/P1M,1165
E06000054,Physical audiobook,Adult,2023-11-01/P1M,1115
E06000054,Physical audiobook,Adult,2023-12-01/P1M,1011
E06000054,Physical audiobook,Adult,2024-01-01/P1M,1246
E06000054,Physical audiobook,Adult,2024-02-01/P1M,1258
E06000054,Physical audiobook,Adult,2024-03-01/P1M,1277
E06000054,Physical audiobook,Under 12,2023-04-01/P1M,738
E06000054,Physical audiobook,Under 12,2023-05-01/P1M,648
E06000054,Physical audiobook,Under 12,2023-06-01/P1M,588
E06000054,Physical audiobook,Under 12,2023-07-01/P1M,939
E06000054,Physical audiobook,Under 12,2023-08-01/P1M,1012
E06000054,Physical audiobook,Under 12,2023-09-01/P1M,729
E06000054,Physical audiobook,Under 12,2023-10-01/P1M,710
E06000054,Physical audiobook,Under 12,2023-11-01/P1M,606
E06000054,Physical audiobook,Under 12,2023-12-01/P1M,567
E06000054,Physical audiobook,Under 12,2024-01-01/P1M,595
E06000054,Physical audiobook,Under 12,2024-02-01/P1M,577
E06000054,Physical audiobook,Under 12,2024-03-01/P1M,535
E06000054,Physical audiobook,12-17,2023-04-01/P1M,14
E06000054,Physical audiobook,12-17,2023-05-01/P1M,12
E06000054,Physical audiobook,12-17,2023-06-01/P1M,12
E06000054,Physical audiobook,12-17,2023-07-01/P1M,12
E06000054,Physical audiobook,12-17,2023-08-01/P1M,17
E06000054,Physical audiobook,12-17,2023-09-01/P1M,22
E06000054,Physical audiobook,12-17,2023-10-01/P1M,17
E06000054,Physical audiobook,12-17,2023-11-01/P1M,4
E06000054,Physical audiobook,12-17,2023-12-01/P1M,6
E06000054,Physical audiobook,12-17,2024-01-01/P1M,11
E06000054,Physical audiobook,12-17,2024-02-01/P1M,27
E06000054,Physical audiobook,12-17,2024-03-01/P1M,23
E06000054,Ebook,Adult,2023-04-01/P1M,2822
E06000054,Ebook,Adult,2023-05-01/P1M,2898
E06000054,Ebook,Adult,2023-06-01/P1M,2850
E06000054,Ebook,Adult,2023-07-01/P1M,3109
E06000054,Ebook,Adult,2023-08-01/P1M,3159
E06000054,Ebook,Adult,2023-09-01/P1M,2999
E06000054,Ebook,Adult,2023-10-01/P1M,3219
E06000054,Ebook,Adult,2023-11-01/P1M,2877
E06000054,Ebook,Adult,2023-12-01/P1M,2993
E06000054,Ebook,Adult,2024-01-01/P1M,3247
E06000054,Ebook,Adult,2024-02-01/P1M,3128
E06000054,Ebook,Adult,2024-03-01/P1M,3523
E06000054,Ebook,Under 12,2023-04-01/P1M,249
E06000054,Ebook,Under 12,2023-05-01/P1M,266
E06000054,Ebook,Under 12,2023-06-01/P1M,252
E06000054,Ebook,Under 12,2023-07-01/P1M,346
E06000054,Ebook,Under 12,2023-08-01/P1M,507
E06000054,Ebook,Under 12,2023-09-01/P1M,303
E06000054,Ebook,Under 12,2023-10-01/P1M,282
E06000054,Ebook,Under 12,2023-11-01/P1M,311
E06000054,Ebook,Under 12,2023-12-01/P1M,373
E06000054,Ebook,Under 12,2024-01-01/P1M,242
E06000054,Ebook,Under 12,2024-02-01/P1M,311
E06000054,Ebook,Under 12,2024-03-01/P1M,382
E06000054,Ebook,12-17,2023-04-01/P1M,104
E06000054,Ebook,12-17,2023-05-01/P1M,93
E06000054,Ebook,12-17,2023-06-01/P1M,98
E06000054,Ebook,12-17,2023-07-01/P1M,116
E06000054,Ebook,12-17,2023-08-01/P1M,166
E06000054,Ebook,12-17,2023-09-01/P1M,99
E06000054,Ebook,12-17,2023-10-01/P1M,126
E06000054,Ebook,12-17,2023-11-01/P1M,81
E06000054,Ebook,12-17,2023-12-01/P1M,108
E06000054,Ebook,12-17,2024-01-01/P1M,96
E06000054,Ebook,12-17,2024-02-01/P1M,144
E06000054,Ebook,12-17,2024-03-01/P1M,182
E06000054,Eaudio,Adult,2023-04-01/P1M,2634
E06000054,Eaudio,Adult,2023-05-01/P1M,2610
E06000054,Eaudio,Adult,2023-06-01/P1M,2458
E06000054,Eaudio,Adult,2023-07-01/P1M,2773
E06000054,Eaudio,Adult,2023-08-01/P1M,2848
E06000054,Eaudio,Adult,2023-09-01/P1M,2705
E06000054,Eaudio,Adult,2023-10-01/P1M,2709
E06000054,Eaudio,Adult,2023-11-01/P1M,2649
E06000054,Eaudio,Adult,2023-12-01/P1M,2656
E06000054,Eaudio,Adult,2024-01-01/P1M,3300
E06000054,Eaudio,Adult,2024-02-01/P1M,3159
E06000054,Eaudio,Adult,2024-03-01/P1M,3439
E06000054,Eaudio,Under 12,2023-04-01/P1M,503
E06000054,Eaudio,Under 12,2023-05-01/P1M,481
E06000054,Eaudio,Under 12,2023-06-01/P1M,434
E06000054,Eaudio,Under 12,2023-07-01/P1M,540
E06000054,Eaudio,Under 12,2023-08-01/P1M,707
E06000054,Eaudio,Under 12,2023-09-01/P1M,521
E06000054,Eaudio,Under 12,2023-10-01/P1M,581
E06000054,Eaudio,Under 12,2023-11-01/P1M,485
E06000054,Eaudio,Under 12,2023-12-01/P1M,530
E06000054,Eaudio,Under 12,2024-01-01/P1M,447
E06000054,Eaudio,Under 12,2024-02-01/P1M,517
E06000054,Eaudio,Under 12,2024-03-01/P1M,556
E06000054,Eaudio,12-17,2023-04-01/P1M,106
E06000054,Eaudio,12-17,2023-05-01/P1M,85
E06000054,Eaudio,12-17,2023-06-01/P1M,77
E06000054,Eaudio,12-17,2023-07-01/P1M,102
E06000054,Eaudio,12-17,2023-08-01/P1M,143
E06000054,Eaudio,12-17,2023-09-01/P1M,111
E06000054,Eaudio,12-17,2023-10-01/P1M,109
E06000054,Eaudio,12-17,2023-11-01/P1M,115
E06000054,Eaudio,12-17,2023-12-01/P1M,124
E06000054,Eaudio,12-17,2024-01-01/P1M,135
E06000054,Eaudio,12-17,2024-02-01/P1M,168
E06000054,Eaudio,12-17,2024-03-01/P1M,255
E08000015,Physical book,Adult,2023-04-01/P1M,24671
E08000015,Physical book,Adult,2023-05-01/P1M,25363
E08000015,Physical book,Adult,2023-06-01/P1M,24670
E08000015,Physical book,Adult,2023-07-01/P1M,26781
E08000015,Physical book,Adult,2023-08-01/P1M,28417
E08000015,Physical book,Adult,2023-09-01/P1M,25712
E08000015,Physical book,Adult,2023-10-01/P1M,26573
E08000015,Physical book,Adult,2023-11-01/P1M,24880
E08000015,Physical book,Adult,2023-12-01/P1M,20892
E08000015,Physical book,Adult,2024-01-01/P1M,27682
E08000015,Physical book,Adult,2024-02-01/P1M,24282
E08000015,Physical book,Adult,2024-03-01/P1M,25719
E08000015,Physical book,Under 12,2023-04-01/P1M,15736
E08000015,Physical book,Under 12,2023-05-01/P1M,14014
E08000015,Physical book,Under 12,2023-06-01/P1M,13958
E08000015,Physical book,Under 12,2023-07-01/P1M,22651
E08000015,Physical book,Under 12,2023-08-01/P1M,28780
E08000015,Physical book,Under 12,2023-09-01/P1M,17700
E08000015,Physical book,Under 12,2023-10-01/P1M,17775
E08000015,Physical book,Under 12,2023-11-01/P1M,15259
E08000015,Physical book,Under 12,2023-12-01/P1M,10326
E08000015,Physical book,Under 12,2024-01-01/P1M,16623
E08000015,Physical book,Under 12,2024-02-01/P1M,15888
E08000015,Physical book,Under 12,2024-03-01/P1M,15775
E08000015,Physical book,12-17,2023-04-01/P1M,354
E08000015,Physical book,12-17,2023-05-01/P1M,278
E08000015,Physical book,12-17,2023-06-01/P1M,368
E08000015,Physical book,12-17,2023-07-01/P1M,560
E08000015,Physical book,12-17,2023-08-01/P1M,691
E08000015,Physical book,12-17,2023-09-01/P1M,414
E08000015,Physical book,12-17,2023-10-01/P1M,448
E08000015,Physical book,12-17,2023-11-01/P1M,423
E08000015,Physical book,12-17,2023-12-01/P1M,320
E08000015,Physical book,12-17,2024-01-01/P1M,406
E08000015,Physical book,12-17,2024-02-01/P1M,406
E08000015,Physical book,12-17,2024-03-01/P1M,428
E08000015,Physical audiobook,Adult,2023-04-01/P1M,669
E08000015,Physical audiobook,Adult,2023-05-01/P1M,657
E08000015,Physical audiobook,Adult,2023-06-01/P1M,612
E08000015,Physical audiobook,Adult,2023-07-01/P1M,667
E08000015,Physical audiobook,Adult,2023-08-01/P1M,718
E08000015,Physical audiobook,Adult,2023-09-01/P1M,656
E08000015,Physical audiobook,Adult,2023-10-01/P1M,670
E08000015,Physical audiobook,Adult,2023-11-01/P1M,712
E08000015,Physical audiobook,Adult,2023-12-01/P1M,466
E08000015,Physical audiobook,Adult,2024-01-01/P1M,739
E08000015,Physical audiobook,Adult,2024-02-01/P1M,643
E08000015,Physical audiobook,Adult,2024-03-01/P1M,642
E08000015,Physical audiobook,Under 12,2023-04-01/P1M,19
E08000015,Physical audiobook,Under 12,2023-05-01/P1M,13
