Authority,Format,Content age group,Period,Count
E08000036,Ebook,Adult,2023-08-01/P1M,999
E08000036,Ebook,Adult,2023-09-01/P1M,1048
E08000036,Ebook,Adult,2023-10-01/P1M,1017
E08000036,Ebook,Adult,2023-11-01/P1M,988
E08000036,Ebook,Adult,2023-12-01/P1M,931
E08000036,Ebook,Adult,2024-01-01/P1M,1031
E08000036,Ebook,Adult,2024-02-01/P1M,916
E08000036,Ebook,Adult,2024-03-01/P1M,1000
E08000036,Ebook,Under 12,2023-04-01/P1M,84
E08000036,Ebook,Under 12,2023-05-01/P1M,78
E08000036,Ebook,Under 12,2023-06-01/P1M,67
E08000036,Ebook,Under 12,2023-07-01/P1M,66
E08000036,Ebook,Under 12,2023-08-01/P1M,99
E08000036,Ebook,Under 12,2023-09-01/P1M,72
E08000036,Ebook,Under 12,2023-10-01/P1M,91
E08000036,Ebook,Under 12,2023-11-01/P1M,106
E08000036,Ebook,Under 12,2023-12-01/P1M,74
E08000036,Ebook,Under 12,2024-01-01/P1M,106
E08000036,Ebook,Under 12,2024-02-01/P1M,100
E08000036,Ebook,Under 12,2024-03-01/P1M,107
E08000036,Ebook,12-17,2023-04-01/P1M,35
E08000036,Ebook,12-17,2023-05-01/P1M,48
E08000036,Ebook,12-17,2023-06-01/P1M,57
E08000036,Ebook,12-17,2023-07-01/P1M,70
E08000036,Ebook,12-17,2023-08-01/P1M,70
E08000036,Ebook,12-17,2023-09-01/P1M,73
E08000036,Ebook,12-17,2023-10-01/P1M,52
E08000036,Ebook,12-17,2023-11-01/P1M,51
E08000036,Ebook,12-17,2023-12-01/P1M,50
E08000036,Ebook,12-17,2024-01-01/P1M,76
E08000036,Ebook,12-17,2024-02-01/P1M,63
E08000036,Ebook,12-17,2024-03-01/P1M,66
E08000036,Eaudio,Adult,2023-04-01/P1M,1522
E08000036,Eaudio,Adult,2023-05-01/P1M,1556
E08000036,Eaudio,Adult,2023-06-01/P1M,1537
E08000036,Eaudio,Adult,2023-07-01/P1M,1663
E08000036,Eaudio,Adult,2023-08-01/P1M,1515
E08000036,Eaudio,Adult,2023-09-01/P1M,1661
E08000036,Eaudio,Adult,2023-10-01/P1M,1697
E08000036,Eaudio,Adult,2023-11-01/P1M,1658
E08000036,Eaudio,Adult,2023-12-01/P1M,1541
E08000036,Eaudio,Adult,2024-01-01/P1M,1801
E08000036,Eaudio,Adult,2024-02-01/P1M,1598
E08000036,Eaudio,Adult,2024-03-01/P1M,1803
E08000036,Eaudio,Under 12,2023-04-01/P1M,248
E08000036,Eaudio,Under 12,2023-05-01/P1M,184
E08000036,Eaudio,Under 12,2023-06-01/P1M,202
E08000036,Eaudio,Under 12,2023-07-01/P1M,259
E08000036,Eaudio,Under 12,2023-08-01/P1M,256
E08000036,Eaudio,Under 12,2023-09-01/P1M,204
E08000036,Eaudio,Under 12,2023-10-01/P1M,240
E08000036,Eaudio,Under 12,2023-11-01/P1M,218
E08000036,Eaudio,Under 12,2023-12-01/P1M,213
E08000036,Eaudio,Under 12,2024-01-01/P1M,242
E08000036,Eaudio,Under 12,2024-02-01/P1M,201
E08000036,Eaudio,Under 12,2024-03-01/P1M,233
E08000036,Eaudio,12-17,2023-04-01/P1M,54
E08000036,Eaudio,12-17,2023-05-01/P1M,68
E08000036,Eaudio,12-17,2023-06-01/P1M,54
E08000036,Eaudio,12-17,2023-07-01/P1M,59
E08000036,Eaudio,12-17,2023-08-01/P1M,61
E08000036,Eaudio,12-17,2023-09-01/P1M,61
E08000036,Eaudio,12-17,2023-10-01/P1M,68
E08000036,Eaudio,12-17,2023-11-01/P1M,54
E08000036,Eaudio,12-17,2023-12-01/P1M,61
E08000036,Eaudio,12-17,2024-01-01/P1M,77
E08000036,Eaudio,12-17,2024-02-01/P1M,85
E08000036,Eaudio,12-17,2024-03-01/P1M,66
E08000030,Physical book,Adult,2023-04-01/P1M,10757
E08000030,Physical book,Adult,2023-05-01/P1M,11117
E08000030,Physical book,Adult,2023-06-01/P1M,11470
E08000030,Physical book,Adult,2023-07-01/P1M,11984
E08000030,Physical book,Adult,2023-08-01/P1M,12689
E08000030,Physical book,Adult,2023-09-01/P1M,12689
E08000030,Physical book,Adult,2023-10-01/P1M,11380
E08000030,Physical book,Adult,2023-11-01/P1M,11293
E08000030,Physical book,Adult,2023-12-01/P1M,9089
E08000030,Physical book,Adult,2024-01-01/P1M,11908
E08000030,Physical book,Adult,2024-02-01/P1M,10902
E08000030,Physical book,Adult,2024-03-01/P1M,10757
E08000030,Physical book,Under 12,2023-04-01/P1M,10072
E08000030,Physical book,Under 12,2023-05-01/P1M,8967
E08000030,Physical book,Under 12,2023-06-01/P1M,8206
E08000030,Physical book,Under 12,2023-07-01/P1M,11219
E08000030,Physical book,Under 12,2023-08-01/P1M,13814
E08000030,Physical book,Under 12,2023-09-01/P1M,10270
E08000030,Physical book,Under 12,2023-10-01/P1M,9558
E08000030,Physical book,Under 12,2023-11-01/P1M,9358
E08000030,Physical book,Under 12,2023-12-01/P1M,6428
E08000030,Physical book,Under 12,2024-01-01/P1M,10218
E08000030,Physical book,Under 12,2024-02-01/P1M,10610
E08000030,Physical book,Under 12,2024-03-01/P1M,10072
E08000030,Physical book,12-17,2023-04-01/P1M,805
E08000030,Physical book,12-17,2023-05-01/P1M,824
E08000030,Physical book,12-17,2023-06-01/P1M,667
E08000030,Physical book,12-17,2023-07-01/P1M,1018
E08000030,Physical book,12-17,2023-08-01/P1M,1440
E08000030,Physical book,12-17,2023-09-01/P1M,749
E08000030,Physical book,12-17,2023-10-01/P1M,751
E08000030,Physical book,12-17,2023-11-01/P1M,677
E08000030,Physical book,12-17,2023-12-01/P1M,621
E08000030,Physical book,12-17,2024-01-01/P1M,838
E08000030,Physical book,12-17,2024-02-01/P1M,714
E08000030,Physical book,12-17,2024-03-01/P1M,805
E08000030,Physical audiobook,Adult,2023-04-01/P1M,409
E08000030,Physical audiobook,Adult,2023-05-01/P1M,469
E08000030,Physical audiobook,Adult,2023-06-01/P1M,405
E08000030,Physical audiobook,Adult,2023-07-01/P1M,424
E08000030,Physical audiobook,Adult,2023-08-01/P1M,470
E08000030,Physical audiobook,Adult,2023-09-01/P1M,377
E08000030,Physical audiobook,Adult,2023-10-01/P1M,407
E08000030,Physical audiobook,Adult,2023-11-01/P1M,419
E08000030,Physical audiobook,Adult,2023-12-01/P1M,431
E08000030,Physical audiobook,Adult,2024-01-01/P1M,459
E08000030,Physical audiobook,Adult,2024-02-01/P1M,408
E08000030,Physical audiobook,Adult,2024-03-01/P1M,409
E08000030,Physical audiobook,Under 12,2023-04-01/P1M,12
E08000030,Physical audiobook,Under 12,2023-05-01/P1M,11
E08000030,Physical audiobook,Under 12,2023-06-01/P1M,10
E08000030,Physical audiobook,Under 12,2023-07-01/P1M,17
E08000030,Physical audiobook,Under 12,2023-08-01/P1M,16
E08000030,Physical audiobook,Under 12,2023-09-01/P1M,19
E08000030,Physical audiobook,Under 12,2023-10-01/P1M,55
E08000030,Physical audiobook,Under 12,2023-11-01/P1M,43
E08000030,Physical audiobook,Under 12,2023-12-01/P1M,14
E08000030,Physical audiobook,Under 12,2024-01-01/P1M,27
E08000030,Physical audiobook,Under 12,2024-02-01/P1M,11
E08000030,Physical audiobook,Under 12,2024-03-01/P1M,12
E08000030,Physical audiobook,12-17,2023-04-01/P1M,2
E08000030,Physical audiobook,12-17,2023-05-01/P1M,3
E08000030,Physical audiobook,12-17,2023-08-01/P1M,1
E08000030,Physical audiobook,12-17,2023-09-01/P1M,4
E08000030,Physical audiobook,12-17,2023-10-01/P1M,1
E08000030,Physical audiobook,12-17,2024-01-01/P1M,2
E08000030,Physical audiobook,12-17,2024-02-01/P1M,1
E08000030,Physical audiobook,12-17,2024-03-01/P1M,2
E08000030,Ebook,Adult,2023-04-01/P1M,401
E08000030,Ebook,Adult,2023-05-01/P1M,368
E08000030,Ebook,Adult,2023-06-01/P1M,375
E08000030,Ebook,Adult,2023-07-01/P1M,404
E08000030,Ebook,Adult,2023-08-01/P1M,436
E08000030,Ebook,Adult,2023-09-01/P1M,347
E08000030,Ebook,Adult,2023-10-01/P1M,410
E08000030,Ebook,Adult,2023-11-01/P1M,334
E08000030,Ebook,Adult,2023-12-01/P1M,368
E08000030,Ebook,Adult,2024-01-01/P1M,400
E08000030,Ebook,Adult,2024-02-01/P1M,361
E08000030,Ebook,Adult,2024-03-01/P1M,408
E08000030,Ebook,Under 12,2023-04-01/P1M,64
E08000030,Ebook,Under 12,2023-05-01/P1M,73
E08000030,Ebook,Under 12,2023-06-01/P1M,59
E08000030,Ebook,Under 12,2023-07-01/P1M,68
E08000030,Ebook,Under 12,2023-08-01/P1M,73
E08000030,Ebook,Under 12,2023-09-01/P1M,48
E08000030,Ebook,Under 12,2023-10-01/P1M,50
E08000030,Ebook,Under 12,2023-11-01/P1M,31
E08000030,Ebook,Under 12,2023-12-01/P1M,40
E08000030,Ebook,Under 12,2024-01-01/P1M,47
E08000030,Ebook,Under 12,2024-02-01/P1M,35
E08000030,Ebook,Under 12,2024-03-01/P1M,52
E08000030,Ebook,12-17,2023-04-01/P1M,24
E08000030,Ebook,12-17,2023-05-01/P1M,28
E08000030,Ebook,12-17,2023-06-01/P1M,20
E08000030,Ebook,12-17,2023-07-01/P1M,39
E08000030,Ebook,12-17,2023-08-01/P1M,41
E08000030,Ebook,12-17,2023-09-01/P1M,21
E08000030,Ebook,12-17,2023-10-01/P1M,30
E08000030,Ebook,12-17,2023-11-01/P1M,37
E08000030,Ebook,12-17,2023-12-01/P1M,25
E08000030,Ebook,12-17,2024-01-01/P1M,32
E08000030,Ebook,12-17,2024-02-01/P1M,30
E08000030,Ebook,12-17,2024-03-01/P1M,29
E08000030,Eaudio,Adult,2023-04-01/P1M,893
E08000030,Eaudio,Adult,2023-05-01/P1M,896
E08000030,Eaudio,Adult,2023-06-01/P1M,943
E08000030,Eaudio,Adult,2023-07-01/P1M,957
E08000030,Eaudio,Adult,2023-08-01/P1M,989
E08000030,Eaudio,Adult,2023-09-01/P1M,915
E08000030,Eaudio,Adult,2023-10-01/P1M,948
E08000030,Eaudio,Adult,2023-11-01/P1M,878
E08000030,Eaudio,Adult,2023-12-01/P1M,847
E08000030,Eaudio,Adult,2024-01-01/P1M,1002
E08000030,Eaudio,Adult,2024-02-01/P1M,879
E08000030,Eaudio,Adult,2024-03-01/P1M,999
E08000030,Eaudio,Under 12,2023-04-01/P1M,118
E08000030,Eaudio,Under 12,2023-05-01/P1M,126
E08000030,Eaudio,Under 12,2023-06-01/P1M,102
E08000030,Eaudio,Under 12,2023-07-01/P1M,147
E08000030,Eaudio,Under 12,2023-08-01/P1M,102
E08000030,Eaudio,Under 12,2023-09-01/P1M,103
E08000030,Eaudio,Under 12,2023-10-01/P1M,101
E08000030,Eaudio,Under 12,2023-11-01/P1M,83
E08000030,Eaudio,Under 12,2023-12-01/P1M,86
E08000030,Eaudio,Under 12,2024-01-01/P1M,81
E08000030,Eaudio,Under 12,2024-02-01/P1M,89
E08000030,Eaudio,Under 12,2024-03-01/P1M,107
E08000030,Eaudio,12-17,2023-04-01/P1M,34
E08000030,Eaudio,12-17,2023-05-01/P1M,35
E08000030,Eaudio,12-17,2023-06-01/P1M,30
E08000030,Eaudio,12-17,2023-07-01/P1M,31
E08000030,Eaudio,12-17,2023-08-01/P1M,35
E08000030,Eaudio,12-17,2023-09-01/P1M,19
E08000030,Eaudio,12-17,2023-10-01/P1M,26
E08000030,Eaudio,12-17,2023-11-01/P1M,23
E08000030,Eaudio,12-17,2023-12-01/P1M,16
E08000030,Eaudio,12-17,2024-01-01/P1M,32
E08000030,Eaudio,12-17,2024-02-01/P1M,25
E08000030,Eaudio,12-17,2024-03-01/P1M,25
E09000032,Physical book,Adult,2023-04-01/P1M,52416
E09000032,Physical book,Adult,2023-05-01/P1M,52655
E09000032,Physical book,Adult,2023-06-01/P1M,52091
E09000032,Physical book,Adult,2023-07-01/P1M,55575
E09000032,Physical book,Adult,2023-08-01/P1M,56050
E09000032,Physical book,Adult,2023-09-01/P1M,53640
E09000032,Physical book,Adult,2023-10-01/P1M,55421
E09000032,Physical book,Adult,2023-11-01/P1M,52145
E09000032,Physical book,Adult,2023-12-01/P1M,49077
E09000032,Physical book,Adult,2024-01-01/P1M,51996
E09000032,Physical book,Adult,2024-02-01/P1M,51309
E09000032,Physical book,Adult,2024-03-01/P1M,52695
E09000032,Physical book,Under 12,2023-04-01/P1M,55168
E09000032,Physical book,Under 12,2023-05-01/P1M,57632
E09000032,Physical book,Under 12,2023-06-01/P1M,57773
E09000032,Physical book,Under 12,2023-07-01/P1M,67478
E09000032,Physical book,Under 12,2023-08-01/P1M,61940
E09000032,Physical book,Under 12,2023-09-01/P1M,57875
E09000032,Physical book,Under 12,2023-10-01/P1M,60896
E09000032,Physical book,Under 12,2023-11-01/P1M,56997
E09000032,Physical book,Under 12,2023-12-01/P1M,48910
E09000032,Physical book,Under 12,2024-01-01/P1M,59351
E09000032,Physical book,Under 12,2024-02-01/P1M,56467
E09000032,Physical book,Under 12,2024-03-01/P1M,59446
E09000032,Physical audiobook,Adult,2023-04-01/P1M,349
E09000032,Physical audiobook,Adult,2023-05-01/P1M,418
E09000032,Physical audiobook,Adult,2023-06-01/P1M,395
E09000032,Physical audiobook,Adult,2023-07-01/P1M,334
E09000032,Physical audiobook,Adult,2023-08-01/P1M,460
E09000032,Physical audiobook,Adult,2023-09-01/P1M,344
E09000032,Physical audiobook,Adult,2023-10-01/P1M,378
E09000032,Physical audiobook,Adult,2023-11-01/P1M,356
E09000032,Physical audiobook,Adult,2023-12-01/P1M,303
E09000032,Physical audiobook,Adult,2024-01-01/P1M,423
E09000032,Physical audiobook,Adult,2024-02-01/P1M,352
E09000032,Physical audiobook,Adult,2024-03-01/P1M,344
E09000032,Physical audiobook,Under 12,2023-04-01/P1M,162
E09000032,Physical audiobook,Under 12,2023-05-01/P1M,176
E09000032,Physical audiobook,Under 12,2023-06-01/P1M,194
E09000032,Physical audiobook,Under 12,2023-07-01/P1M,168
E09000032,Physical audiobook,Under 12,2023-08-01/P1M,257
E09000032,Physical audiobook,Under 12,2023-09-01/P1M,215
E09000032,Physical audiobook,Under 12,2023-10-01/P1M,164
E09000032,Physical audiobook,Under 12,2023-11-01/P1M,167
E09000032,Physical audiobook,Under 12,2023-12-01/P1M,154
E09000032,Physical audiobook,Under 12,2024-01-01/P1M,179
E09000032,Physical audiobook,Under 12,2024-02-01/P1M,172
E09000032,Physical audiobook,Under 12,2024-03-01/P1M,170
E09000032,Ebook,Adult,2023-04-01/P1M,3242
E09000032,Ebook,Adult,2023-05-01/P1M,3368
E09000032,Ebook,Adult,2023-06-01/P1M,3089
E09000032,Ebook,Adult,2023-07-01/P1M,3350
E09000032,Ebook,Adult,2023-08-01/P1M,3383
E09000032,Ebook,Adult,2023-09-01/P1M,3333
E09000032,Ebook,Adult,2023-10-01/P1M,3435
E09000032,Ebook,Adult,2023-11-01/P1M,3255
E09000032,Ebook,Adult,2023-12-01/P1M,3500
E09000032,Ebook,Adult,2024-01-01/P1M,3605
E09000032,Ebook,Adult,2024-02-01/P1M,3347
E09000032,Ebook,Adult,2024-03-01/P1M,3670
E09000032,Ebook,Under 12,2023-04-01/P1M,790
E09000032,Ebook,Under 12,2023-05-01/P1M,695
E09000032,Ebook,Under 12,2023-06-01/P1M,658
E09000032,Ebook,Under 12,2023-07-01/P1M,862
E09000032,Ebook,Under 12,2023-08-01/P1M,971
E09000032,Ebook,Under 12,2023-09-01/P1M,689
E09000032,Ebook,Under 12,2023-10-01/P1M,806
E09000032,Ebook,Under 12,2023-11-01/P1M,752
E09000032,Ebook,Under 12,2023-12-01/P1M,909
E09000032,Ebook,Under 12,2024-01-01/P1M,857
E09000032,Ebook,Under 12,2024-02-01/P1M,743
E09000032,Ebook,Under 12,2024-03-01/P1M,731
E09000032,Eaudio,Adult,2023-04-01/P1M,2538
E09000032,Eaudio,Adult,2023-05-01/P1M,2688
E09000032,Eaudio,Adult,2023-06-01/P1M,2434
E09000032,Eaudio,Adult,2023-07-01/P1M,2691
E09000032,Eaudio,Adult,2023-08-01/P1M,2787
E09000032,Eaudio,Adult,2023-09-01/P1M,2741
E09000032,Eaudio,Adult,2023-10-01/P1M,2842
E09000032,Eaudio,Adult,2023-11-01/P1M,2730
E09000032,Eaudio,Adult,2023-12-01/P1M,2877
E09000032,Eaudio,Adult,2024-01-01/P1M,3206
E09000032,Eaudio,Adult,2024-02-01/P1M,2975
E09000032,Eaudio,Adult,2024-03-01/P1M,3365
E09000032,Eaudio,Under 12,2023-04-01/P1M,615
E09000032,Eaudio,Under 12,2023-05-01/P1M,637
E09000032,Eaudio,Under 12,2023-06-01/P1M,475
E09000032,Eaudio,Under 12,2023-07-01/P1M,526
E09000032,Eaudio,Under 12,2023-08-01/P1M,628
E09000032,Eaudio,Under 12,2023-09-01/P1M,416
E09000032,Eaudio,Under 12,2023-10-01/P1M,608
E09000032,Eaudio,Under 12,2023-11-01/P1M,578
E09000032,Eaudio,Under 12,2023-12-01/P1M,591
E09000032,Eaudio,Under 12,2024-01-01/P1M,661
E09000032,Eaudio,Under 12,2024-02-01/P1M,258
E09000032,Eaudio,Under 12,2024-03-01/P1M,665
E06000007,Physical book,Unknown,2023-04-01/P3M,6268
E06000007,Physical book,Unknown,2023-07-01/P3M,80712
E06000007,Physical book,Unknown,2023-10-01/P3M,62318
E06000007,Physical book,Unknown,2024-01-01/P3M,68778
E06000007,Ebook,Unknown,2023-04-01/P3M,5645
E06000007,Ebook,Unknown,2023-07-01/P3M,5954
E06000007,Ebook,Unknown,2023-10-01/P3M,5844
E06000007,Ebook,Unknown,2024-01-01/P3M,6137
E10000031,Physical book,Adult,2023-04-01/P1M,52176
E10000031,Physical book,Adult,2023-05-01/P1M,48730
E10000031,Physical book,Adult,2023-06-01/P1M,52422
E10000031,Physical book,Adult,2023-07-01/P1M,55712
E10000031,Physical book,Adult,2023-08-01/P1M,59727
E10000031,Physical book,Adult,2023-09-01/P1M,55538
E10000031,Physical book,Adult,2023-10-01/P1M,55186
E10000031,Physical book,Adult,2023-11-01/P1M,53793
E10000031,Physical book,Adult,2023-12-01/P1M,48308
E10000031,Physical book,Adult,2024-01-01/P1M,55377
E10000031,Physical book,Adult,2024-02-01/P1M,52513
E10000031,Physical book,Adult,2024-03-01/P1M,54395
E10000031,Physical book,Under 12,2023-04-01/P1M,56579
E10000031,Physical book,Under 12,2023-05-01/P1M,44407
E10000031,Physical book,Under 12,2023-06-01/P1M,48373
E10000031,Physical book,Under 12,2023-07-01/P1M,65266
E10000031,Physical book,Under 12,2023-08-01/P1M,72468
E10000031,Physical book,Under 12,2023-09-01/P1M,57873
E10000031,Physical book,Under 12,2023-10-01/P1M,56937
E10000031,Physical book,Under 12,2023-11-01/P1M,55089
E10000031,Physical book,Under 12,2023-12-01/P1M,42978
E10000031,Physical book,Under 12,2024-01-01/P1M,54217
E10000031,Physical book,Under 12,2024-02-01/P1M,54651
E10000031,Physical book,Under 12,2024-03-01/P1M,56281
E10000031,Physical audiobook,Adult,2023-04-01/P1M,1114
E10000031,Physical audiobook,Adult,2023-05-01/P1M,1207
E10000031,Physical audiobook,Adult,2023-06-01/P1M,1143
E10000031,Physical audiobook,Adult,2023-07-01/P1M,1157
E10000031,Physical audiobook,Adult,2023-08-01/P1M,1205
E10000031,Physical audiobook,Adult,2023-09-01/P1M,1160
E10000031,Physical audiobook,Adult,2023-10-01/P1M,1088
E10000031,Physical audiobook,Adult,2023-11-01/P1M,1145
E10000031,Physical audiobook,Adult,2023-12-01/P1M,872
E10000031,Physical audiobook,Adult,2024-01-01/P1M,1025
E10000031,Physical audiobook,Adult,2024-02-01/P1M,1088
E10000031,Physical audiobook,Adult,2024-03-01/P1M,1006
E10000031,Ebook,Unknown,2023-04-01/P1M,10172
E10000031,Ebook,Unknown,2023-05-01/P1M,9620
E10000031,Ebook,Unknown,2023-06-01/P1M,9130
E10000031,Ebook,Unknown,2023-07-01/P1M,10090
E10000031,Ebook,Unknown,2023-08-01/P1M,10153
E10000031,Ebook,Unknown,2023-09-01/P1M,9247
E10000031,Ebook,Unknown,2023-10-01/P1M,9430
E10000031,Ebook,Unknown,2023-11-01/P1M,9056
E10000031,Ebook,Unknown,2023-12-01/P1M,8901
E10000031,Ebook,Unknown,2024-01-01/P1M,9044
E10000031,Ebook,Unknown,2024-02-01/P1M,8474
E10000031,Ebook,Unknown,2024-03-01/P1M,9037
E10000031,Physical audiobook,Unknown,2023-04-01/P1M,16035
E10000031,Physical audiobook,Unknown,2023-05-01/P1M,16434
E10000031,Physical audiobook,Unknown,2023-06-01/P1M,15476
E10000031,Physical audiobook,Unknown,2023-07-01/P1M,16575
E10000031,Physical audiobook,Unknown,2023-08-01/P1M,17665
E10000031,Physical audiobook,Unknown,2023-09-01/P1M,16736
E10000031,Physical audiobook,Unknown,2023-10-01/P1M,17357
E10000031,Physical audiobook,Unknown,2023-11-01/P1M,17189
E10000031,Physical audiobook,Unknown,2023-12-01/P1M,16135
E10000031,Physical audiobook,Unknown,2024-01-01/P1M,17734
E10000031,Physical audiobook,Unknown,2024-02-01/P1M,17110
E10000031,Physical audiobook,Unknown,2024-03-01/P1M,18209
E06000037,Physical book,Adult,2023-04-01/P1M,15737
E06000037,Physical book,Adult,2023-05-01/P1M,16156
E06000037,Physical book,Adult,2023-06-01/P1M,16085
E06000037,Physical book,Adult,2023-07-01/P1M,17936
E06000037,Physical book,Adult,2023-08-01/P1M,18699
E06000037,Physical book,Adult,2023-09-01/P1M,16983
E06000037,Physical book,Adult,2023-10-01/P1M,17145
E06000037,Physical book,Adult,2023-11-01/P1M,16022
E06000037,Physical book,Adult,2023-12-01/P1M,14304
E06000037,Physical book,Adult,2024-01-01/P1M,15235
E06000037,Physical book,Adult,2024-02-01/P1M,15235
E06000037,Physical book,Adult,2024-03-01/P1M,16683
E06000037,Physical book,Under 12,2023-04-01/P1M,19050
E06000037,Physical book,Under 12,2023-05-01/P1M,18313
E06000037,Physical book,Under 12,2023-06-01/P1M,17783
E06000037,Physical book,Under 12,2023-07-01/P1M,30896
E06000037,Physical book,Under 12,2023-08-01/P1M,34039
E06000037,Physical book,Under 12,2023-09-01/P1M,23754
E06000037,Physical book,Under 12,2023-10-01/P1M,21353
E06000037,Physical book,Under 12,2023-11-01/P1M,19145
E06000037,Physical book,Under 12,2023-12-01/P1M,15719
E06000037,Physical book,Under 12,2024-01-01/P1M,19510
E06000037,Physical book,Under 12,2024-02-01/P1M,18264
E06000037,Physical book,Under 12,2024-03-01/P1M,19559
E06000037,Physical audiobook,Adult,2023-04-01/P1M,683
E06000037,Physical audiobook,Adult,2023-05-01/P1M,579
E06000037,Physical audiobook,Adult,2023-06-01/P1M,721
E06000037,Physical audiobook,Adult,2023-07-01/P1M,684
E06000037,Physical audiobook,Adult,2023-08-01/P1M,773
E06000037,Physical audiobook,Adult,2023-09-01/P1M,709
E06000037,Physical audiobook,Adult,2023-10-01/P1M,731
E06000037,Physical audiobook,Adult,2023-11-01/P1M,657
E06000037,Physical audiobook,Adult,2023-12-01/P1M,613
E06000037,Physical audiobook,Adult,2024-01-01/P1M,684
E06000037,Physical audiobook,Adult,2024-02-01/P1M,679
E06000037,Physical audiobook,Adult,2024-03-01/P1M,690
E06000037,Physical audiobook,Under 12,2023-04-01/P1M,191
E06000037,Physical audiobook,Under 12,2023-05-01/P1M,208
E06000037,Physical audiobook,Under 12,2023-06-01/P1M,212
E06000037,Physical audiobook,Under 12,2023-07-01/P1M,339
E06000037,Physical audiobook,Under 12,2023-08-01/P1M,397
E06000037,Physical audiobook,Under 12,2023-09-01/P1M,233
E06000037,Physical audiobook,Under 12,2023-10-01/P1M,234
E06000037,Physical audiobook,Under 12,2023-11-01/P1M,213
E06000037,Physical audiobook,Under 12,2023-12-01/P1M,186
E06000037,Physical audiobook,Under 12,2024-01-01/P1M,180
E06000037,Physical audiobook,Under 12,2024-02-01/P1M,159
E06000037,Physical audiobook,Under 12,2024-03-01/P1M,223
E06000037,Ebook,Unknown,2023-04-01/P1M,1969
E06000037,Ebook,Unknown,2023-05-01/P1M,1878
E06000037,Ebook,Unknown,2023-06-01/P1M,1823
E06000037,Ebook,Unknown,2023-07-01/P1M,1961
E06000037,Ebook,Unknown,2023-08-01/P1M,2154
E06000037,Ebook,Unknown,2023-09-01/P1M,1870
E06000037,Ebook,Unknown,2023-10-01/P1M,1934
E06000037,Ebook,Unknown,2023-11-01/P1M,1843
E06000037,Ebook,Unknown,2023-12-01/P1M,1873
E06000037,Ebook,Unknown,2024-01-01/P1M,2116
E06000037,Ebook,Unknown,2024-02-01/P1M,1955
E06000037,Ebook,Unknown,2024-03-01/P1M,2100
E06000037,Physical audiobook,Unknown,2023-04-01/P1M,2781
E06000037,Physical audiobook,Unknown,2023-05-01/P1M,2798
E06000037,Physical audiobook,Unknown,2023-06-01/P1M,2813
E06000037,Physical audiobook,Unknown,2023-07-01/P1M,3038
E06000037,Physical audiobook,Unknown,2023-08-01/P1M,3244
E06000037,Physical audiobook,Unknown,2023-09-01/P1M,2995
E06000037,Physical audiobook,Unknown,2023-10-01/P1M,2928
E06000037,Physical audiobook,Unknown,2023-11-01/P1M,2876
E06000037,Physical audiobook,Unknown,2023-12-01/P1M,2799
E06000037,Physical audiobook,Unknown,2024-01-01/P1M,3077
E06000037,Physical audiobook,Unknown,2024-02-01/P1M,3011
E06000037,Physical audiobook,Unknown,2024-03-01/P1M,3121
E10000032,Physical book,Adult,2023-04-01/P1M,131424
E10000032,Physical book,Adult,2023-05-01/P1M,135300
E10000032,Physical book,Adult,2023-06-01/P1M,136181
E10000032,Physical book,Adult,2023-07-01/P1M,141369
E10000032,Physical book,Adult,2023-08-01/P1M,146772
E10000032,Physical book,Adult,2023-09-01/P1M,142834
E10000032,Physical book,Adult,2023-10-01/P1M,141438
E10000032,Physical book,Adult,2023-11-01/P1M,131643
E10000032,Physical book,Adult,2023-12-01/P1M,123003
E10000032,Physical book,Adult,2024-01-01/P1M,139904
E10000032,Physical book,Adult,2024-02-01/P1M,121503
E10000032,Physical book,Adult,2024-03-01/P1M,132059
E10000032,Physical audiobook,Adult,2023-04-01/P1M,3707
E10000032,Physical audiobook,Adult,2023-05-01/P1M,3800
E10000032,Physical audiobook,Adult,2023-06-01/P1M,3853
E10000032,Physical audiobook,Adult,2023-07-01/P1M,3897
E10000032,Physical audiobook,Adult,2023-08-01/P1M,3765
E10000032,Physical audiobook,Adult,2023-09-01/P1M,3764
E10000032,Physical audiobook,Adult,2023-10-01/P1M,3501
E10000032,Physical audiobook,Adult,2023-11-01/P1M,3461
E10000032,Physical audiobook,Adult,2023-12-01/P1M,3226
E10000032,Physical audiobook,Adult,2024-01-01/P1M,3498
E10000032,Physical audiobook,Adult,2024-02-01/P1M,3156
E10000032,Physical audiobook,Adult,2024-03-01/P1M,3285
E10000032,Ebook,Adult,2023-04-01/P1M,8702
E10000032,Ebook,Adult,2023-05-01/P1M,8908
E10000032,Ebook,Adult,2023-06-01/P1M,8582
E10000032,Ebook,Adult,2023-07-01/P1M,8964
E10000032,Ebook,Adult,2023-08-01/P1M,9088
E10000032,Ebook,Adult,2023-09-01/P1M,8758
E10000032,Ebook,Adult,2023-10-01/P1M,9450
E10000032,Ebook,Adult,2023-11-01/P1M,8227
E10000032,Ebook,Adult,2023-12-01/P1M,8614
E10000032,Ebook,Adult,2024-01-01/P1M,9425
E10000032,Ebook,Adult,2024-02-01/P1M,8886
E10000032,Ebook,Adult,2024-03-01/P1M,9952
E10000032,Ebook,Under 12,2023-04-01/P1M,385
E10000032,Ebook,Under 12,2023-05-01/P1M,445
E10000032,Ebook,Under 12,2023-06-01/P1M,539
