Authority,Event type,Age group,Month,Count
North Lincolnshire,Digital,Adults,2023-08,
North Lincolnshire,Digital,Adults,2023-09,
North Lincolnshire,Digital,Adults,2023-10,
North Lincolnshire,Digital,Adults,2023-11,
North Lincolnshire,Digital,Adults,2023-12,
North Lincolnshire,Digital,Adults,2024-01,
North Lincolnshire,Digital,Adults,2024-02,
North Lincolnshire,Digital,Adults,2024-03,
North Lincolnshire,Digital,Under 12,2023-04,
North Lincolnshire,Digital,Under 12,2023-05,
North Lincolnshire,Digital,Under 12,2023-06,
North Lincolnshire,Digital,Under 12,2023-07,
North Lincolnshire,Digital,Under 12,2023-08,
North Lincolnshire,Digital,Under 12,2023-09,
North Lincolnshire,Digital,Under 12,2023-10,
North Lincolnshire,Digital,Under 12,2023-11,
North Lincolnshire,Digital,Under 12,2023-12,
North Lincolnshire,Digital,Under 12,2024-01,
North Lincolnshire,Digital,Under 12,2024-02,
North Lincolnshire,Digital,Under 12,2024-03,
North Lincolnshire,Digital,12-17,2023-04,
North Lincolnshire,Digital,12-17,2023-05,
North Lincolnshire,Digital,12-17,2023-06,
North Lincolnshire,Digital,12-17,2023-07,
North Lincolnshire,Digital,12-17,2023-08,
North Lincolnshire,Digital,12-17,2023-09,
North Lincolnshire,Digital,12-17,2023-10,
North Lincolnshire,Digital,12-17,2023-11,
North Lincolnshire,Digital,12-17,2023-12,
North Lincolnshire,Digital,12-17,2024-01,
North Lincolnshire,Digital,12-17,2024-02,
North Lincolnshire,Digital,12-17,2024-03,
North Lincolnshire,Digital,All Ages,2023-04,
North Lincolnshire,Digital,All Ages,2023-05,
North Lincolnshire,Digital,All Ages,2023-06,
North Lincolnshire,Digital,All Ages,2023-07,
North Lincolnshire,Digital,All Ages,2023-08,
North Lincolnshire,Digital,All Ages,2023-09,
North Lincolnshire,Digital,All Ages,2023-10,
North Lincolnshire,Digital,All Ages,2023-11,
North Lincolnshire,Digital,All Ages,2023-12,
North Lincolnshire,Digital,All Ages,2024-01,
North Lincolnshire,Digital,All Ages,2024-02,
North Lincolnshire,Digital,All Ages,2024-03,
North Somerset,Physical,Adults,2023-04,
North Somerset,Physical,Adults,2023-05,
North Somerset,Physical,Adults,2023-06,359
North Somerset,Physical,Adults,2023-07,
North Somerset,Physical,Adults,2023-08,
North Somerset,Physical,Adults,2023-09,383
North Somerset,Physical,Adults,2023-10,
North Somerset,Physical,Adults,2023-11,
North Somerset,Physical,Adults,2023-12,382
North Somerset,Physical,Adults,2024-01,
North Somerset,Physical,Adults,2024-02,
North Somerset,Physical,Adults,2024-03,410
North Somerset,Physical,Under 12,2023-04,
North Somerset,Physical,Under 12,2023-05,
North Somerset,Physical,Under 12,2023-06,431
North Somerset,Physical,Under 12,2023-07,
North Somerset,Physical,Under 12,2023-08,
North Somerset,Physical,Under 12,2023-09,391
North Somerset,Physical,Under 12,2023-10,
North Somerset,Physical,Under 12,2023-11,
North Somerset,Physical,Under 12,2023-12,473
North Somerset,Physical,Under 12,2024-01,
North Somerset,Physical,Under 12,2024-02,
North Somerset,Physical,Under 12,2024-03,528
North Somerset,Physical,12-17,2023-04,
North Somerset,Physical,12-17,2023-05,
North Somerset,Physical,12-17,2023-06,2
North Somerset,Physical,12-17,2023-07,
North Somerset,Physical,12-17,2023-08,
North Somerset,Physical,12-17,2023-09,7
North Somerset,Physical,12-17,2023-10,
North Somerset,Physical,12-17,2023-11,
North Somerset,Physical,12-17,2023-12,6
North Somerset,Physical,12-17,2024-01,
North Somerset,Physical,12-17,2024-02,
North Somerset,Physical,12-17,2024-03,17
North Somerset,Physical,All Ages,2023-04,
North Somerset,Physical,All Ages,2023-05,
North Somerset,Physical,All Ages,2023-06,
North Somerset,Physical,All Ages,2023-07,
North Somerset,Physical,All Ages,2023-08,
North Somerset,Physical,All Ages,2023-09,
North Somerset,Physical,All Ages,2023-10,
North Somerset,Physical,All Ages,2023-11,
North Somerset,Physical,All Ages,2023-12,
North Somerset,Physical,All Ages,2024-01,
North Somerset,Physical,All Ages,2024-02,
North Somerset,Physical,All Ages,2024-03,
North Somerset,Digital,Adults,2023-04,
North Somerset,Digital,Adults,2023-05,
North Somerset,Digital,Adults,2023-06,
North Somerset,Digital,Adults,2023-07,
North Somerset,Digital,Adults,2023-08,
North Somerset,Digital,Adults,2023-09,
North Somerset,Digital,Adults,2023-10,
North Somerset,Digital,Adults,2023-11,
North Somerset,Digital,Adults,2023-12,
North Somerset,Digital,Adults,2024-01,
North Somerset,Digital,Adults,2024-02,
North Somerset,Digital,Adults,2024-03,
North Somerset,Digital,Under 12,2023-04,
North Somerset,Digital,Under 12,2023-05,
North Somerset,Digital,Under 12,2023-06,
North Somerset,Digital,Under 12,2023-07,
North Somerset,Digital,Under 12,2023-08,
North Somerset,Digital,Under 12,2023-09,
North Somerset,Digital,Under 12,2023-10,
North Somerset,Digital,Under 12,2023-11,
North Somerset,Digital,Under 12,2023-12,
North Somerset,Digital,Under 12,2024-01,
North Somerset,Digital,Under 12,2024-02,
North Somerset,Digital,Under 12,2024-03,
North Somerset,Digital,12-17,2023-04,
North Somerset,Digital,12-17,2023-05,
North Somerset,Digital,12-17,2023-06,
North Somerset,Digital,12-17,2023-07,
North Somerset,Digital,12-17,2023-08,
North Somerset,Digital,12-17,2023-09,
North Somerset,Digital,12-17,2023-10,
North Somerset,Digital,12-17,2023-11,
North Somerset,Digital,12-17,2023-12,
North Somerset,Digital,12-17,2024-01,
North Somerset,Digital,12-17,2024-02,
North Somerset,Digital,12-17,2024-03,
North Somerset,Digital,All Ages,2023-04,
North Somerset,Digital,All Ages,2023-05,
North Somerset,Digital,All Ages,2023-06,
North Somerset,Digital,All Ages,2023-07,
North Somerset,Digital,All Ages,2023-08,
North Somerset,Digital,All Ages,2023-09,
North Somerset,Digital,All Ages,2023-10,
North Somerset,Digital,All Ages,2023-11,
North Somerset,Digital,All Ages,2023-12,
North Somerset,Digital,All Ages,2024-01,
North Somerset,Digital,All Ages,2024-02,
North Somerset,Digital,All Ages,2024-03,
North Tyneside,Physical,Adults,2023-04,65
North Tyneside,Physical,Adults,2023-05,80
North Tyneside,Physical,Adults,2023-06,73
North Tyneside,Physical,Adults,2023-07,67
North Tyneside,Physical,Adults,2023-08,58
North Tyneside,Physical,Adults,2023-09,67
North Tyneside,Physical,Adults,2023-10,73
North Tyneside,Physical,Adults,2023-11,73
North Tyneside,Physical,Adults,2023-12,60
North Tyneside,Physical,Adults,2024-01,61
North Tyneside,Physical,Adults,2024-02,58
North Tyneside,Physical,Adults,2024-03,55
North Tyneside,Physical,Under 12,2023-04,128
North Tyneside,Physical,Under 12,2023-05,116
North Tyneside,Physical,Under 12,2023-06,115
North Tyneside,Physical,Under 12,2023-07,116
North Tyneside,Physical,Under 12,2023-08,177
North Tyneside,Physical,Under 12,2023-09,109
North Tyneside,Physical,Under 12,2023-10,128
North Tyneside,Physical,Under 12,2023-11,129
North Tyneside,Physical,Under 12,2023-12,118
North Tyneside,Physical,Under 12,2024-01,142
North Tyneside,Physical,Under 12,2024-02,150
North Tyneside,Physical,Under 12,2024-03,130
North Tyneside,Physical,12-17,2023-04,
North Tyneside,Physical,12-17,2023-05,
North Tyneside,Physical,12-17,2023-06,
North Tyneside,Physical,12-17,2023-07,
North Tyneside,Physical,12-17,2023-08,
North Tyneside,Physical,12-17,2023-09,
North Tyneside,Physical,12-17,2023-10,
North Tyneside,Physical,12-17,2023-11,
North Tyneside,Physical,12-17,2023-12,
North Tyneside,Physical,12-17,2024-01,
North Tyneside,Physical,12-17,2024-02,
North Tyneside,Physical,12-17,2024-03,
North Tyneside,Physical,All Ages,2023-04,
North Tyneside,Physical,All Ages,2023-05,
North Tyneside,Physical,All Ages,2023-06,
North Tyneside,Physical,All Ages,2023-07,
North Tyneside,Physical,All Ages,2023-08,
North Tyneside,Physical,All Ages,2023-09,
North Tyneside,Physical,All Ages,2023-10,
North Tyneside,Physical,All Ages,2023-11,
North Tyneside,Physical,All Ages,2023-12,
North Tyneside,Physical,All Ages,2024-01,
North Tyneside,Physical,All Ages,2024-02,
North Tyneside,Physical,All Ages,2024-03,
North Tyneside,Digital,Adults,2023-04,
North Tyneside,Digital,Adults,2023-05,
North Tyneside,Digital,Adults,2023-06,
North Tyneside,Digital,Adults,2023-07,
North Tyneside,Digital,Adults,2023-08,
North Tyneside,Digital,Adults,2023-09,
North Tyneside,Digital,Adults,2023-10,
North Tyneside,Digital,Adults,2023-11,
North Tyneside,Digital,Adults,2023-12,
North Tyneside,Digital,Adults,2024-01,
North Tyneside,Digital,Adults,2024-02,
North Tyneside,Digital,Adults,2024-03,
North Tyneside,Digital,Under 12,2023-04,
North Tyneside,Digital,Under 12,2023-05,
North Tyneside,Digital,Under 12,2023-06,
North Tyneside,Digital,Under 12,2023-07,
North Tyneside,Digital,Under 12,2023-08,
North Tyneside,Digital,Under 12,2023-09,
North Tyneside,Digital,Under 12,2023-10,
North Tyneside,Digital,Under 12,2023-11,
North Tyneside,Digital,Under 12,2023-12,
North Tyneside,Digital,Under 12,2024-01,
North Tyneside,Digital,Under 12,2024-02,
North Tyneside,Digital,Under 12,2024-03,
North Tyneside,Digital,12-17,2023-04,
North Tyneside,Digital,12-17,2023-05,
North Tyneside,Digital,12-17,2023-06,
North Tyneside,Digital,12-17,2023-07,
North Tyneside,Digital,12-17,2023-08,
North Tyneside,Digital,12-17,2023-09,
North Tyneside,Digital,12-17,2023-10,
North Tyneside,Digital,12-17,2023-11,
North Tyneside,Digital,12-17,2023-12,
North Tyneside,Digital,12-17,2024-01,
North Tyneside,Digital,12-17,2024-02,
North Tyneside,Digital,12-17,2024-03,
North Tyneside,Digital,All Ages,2023-04,
North Tyneside,Digital,All Ages,2023-05,
North Tyneside,Digital,All Ages,2023-06,
North Tyneside,Digital,All Ages,2023-07,
North Tyneside,Digital,All Ages,2023-08,
North Tyneside,Digital,All Ages,2023-09,
North Tyneside,Digital,All Ages,2023-10,
North Tyneside,Digital,All Ages,2023-11,
North Tyneside,Digital,All Ages,2023-12,
North Tyneside,Digital,All Ages,2024-01,
North Tyneside,Digital,All Ages,2024-02,
North Tyneside,Digital,All Ages,2024-03,
North Yorkshire,Physical,Adults,2023-04,95
North Yorkshire,Physical,Adults,2023-05,97
North Yorkshire,Physical,Adults,2023-06,106
North Yorkshire,Physical,Adults,2023-07,100
North Yorkshire,Physical,Adults,2023-08,91
North Yorkshire,Physical,Adults,2023-09,119
North Yorkshire,Physical,Adults,2023-10,145
North Yorkshire,Physical,Adults,2023-11,159
North Yorkshire,Physical,Adults,2023-12,97
North Yorkshire,Physical,Adults,2024-01,123
North Yorkshire,Physical,Adults,2024-02,159
North Yorkshire,Physical,Adults,2024-03,139
North Yorkshire,Physical,Under 12,2023-04,231
North Yorkshire,Physical,Under 12,2023-05,293
North Yorkshire,Physical,Under 12,2023-06,325
North Yorkshire,Physical,Under 12,2023-07,334
North Yorkshire,Physical,Under 12,2023-08,242
North Yorkshire,Physical,Under 12,2023-09,254
North Yorkshire,Physical,Under 12,2023-10,348
North Yorkshire,Physical,Under 12,2023-11,381
North Yorkshire,Physical,Under 12,2023-12,249
North Yorkshire,Physical,Under 12,2024-01,286
North Yorkshire,Physical,Under 12,2024-02,323
North Yorkshire,Physical,Under 12,2024-03,313
North Yorkshire,Physical,12-17,2023-04,30
North Yorkshire,Physical,12-17,2023-05,13
North Yorkshire,Physical,12-17,2023-06,7
North Yorkshire,Physical,12-17,2023-07,15
North Yorkshire,Physical,12-17,2023-08,14
North Yorkshire,Physical,12-17,2023-09,18
North Yorkshire,Physical,12-17,2023-10,18
North Yorkshire,Physical,12-17,2023-11,27
North Yorkshire,Physical,12-17,2023-12,25
North Yorkshire,Physical,12-17,2024-01,34
North Yorkshire,Physical,12-17,2024-02,31
North Yorkshire,Physical,12-17,2024-03,36
North Yorkshire,Physical,All Ages,2023-04,271
North Yorkshire,Physical,All Ages,2023-05,325
North Yorkshire,Physical,All Ages,2023-06,303
North Yorkshire,Physical,All Ages,2023-07,299
North Yorkshire,Physical,All Ages,2023-08,294
North Yorkshire,Physical,All Ages,2023-09,314
North Yorkshire,Physical,All Ages,2023-10,363
North Yorkshire,Physical,All Ages,2023-11,379
North Yorkshire,Physical,All Ages,2023-12,293
North Yorkshire,Physical,All Ages,2024-01,341
North Yorkshire,Physical,All Ages,2024-02,355
North Yorkshire,Physical,All Ages,2024-03,373
North Yorkshire,Digital,Adults,2023-04,
North Yorkshire,Digital,Adults,2023-05,
North Yorkshire,Digital,Adults,2023-06,
North Yorkshire,Digital,Adults,2023-07,
North Yorkshire,Digital,Adults,2023-08,
North Yorkshire,Digital,Adults,2023-09,
North Yorkshire,Digital,Adults,2023-10,
North Yorkshire,Digital,Adults,2023-11,
North Yorkshire,Digital,Adults,2023-12,
North Yorkshire,Digital,Adults,2024-01,
North Yorkshire,Digital,Adults,2024-02,
North Yorkshire,Digital,Adults,2024-03,
North Yorkshire,Digital,Under 12,2023-04,
North Yorkshire,Digital,Under 12,2023-05,
North Yorkshire,Digital,Under 12,2023-06,
North Yorkshire,Digital,Under 12,2023-07,
North Yorkshire,Digital,Under 12,2023-08,
North Yorkshire,Digital,Under 12,2023-09,
North Yorkshire,Digital,Under 12,2023-10,
North Yorkshire,Digital,Under 12,2023-11,
North Yorkshire,Digital,Under 12,2023-12,
North Yorkshire,Digital,Under 12,2024-01,
North Yorkshire,Digital,Under 12,2024-02,
North Yorkshire,Digital,Under 12,2024-03,
North Yorkshire,Digital,12-17,2023-04,
North Yorkshire,Digital,12-17,2023-05,
North Yorkshire,Digital,12-17,2023-06,
North Yorkshire,Digital,12-17,2023-07,
North Yorkshire,Digital,12-17,2023-08,
North Yorkshire,Digital,12-17,2023-09,
North Yorkshire,Digital,12-17,2023-10,
North Yorkshire,Digital,12-17,2023-11,
North Yorkshire,Digital,12-17,2023-12,
North Yorkshire,Digital,12-17,2024-01,
North Yorkshire,Digital,12-17,2024-02,
North Yorkshire,Digital,12-17,2024-03,
North Yorkshire,Digital,All Ages,2023-04,
North Yorkshire,Digital,All Ages,2023-05,
North Yorkshire,Digital,All Ages,2023-06,
North Yorkshire,Digital,All Ages,2023-07,
North Yorkshire,Digital,All Ages,2023-08,
North Yorkshire,Digital,All Ages,2023-09,
North Yorkshire,Digital,All Ages,2023-10,
North Yorkshire,Digital,All Ages,2023-11,
North Yorkshire,Digital,All Ages,2023-12,
North Yorkshire,Digital,All Ages,2024-01,
North Yorkshire,Digital,All Ages,2024-02,
North Yorkshire,Digital,All Ages,2024-03,
Northumberland,Physical,Adults,2023-04,
Northumberland,Physical,Adults,2023-05,
Northumberland,Physical,Adults,2023-06,42
Northumberland,Physical,Adults,2023-07,79
Northumberland,Physical,Adults,2023-08,73
Northumberland,Physical,Adults,2023-09,112
Northumberland,Physical,Adults,2023-10,157
Northumberland,Physical,Adults,2023-11,155
Northumberland,Physical,Adults,2023-12,96
Northumberland,Physical,Adults,2024-01,133
Northumberland,Physical,Adults,2024-02,169
Northumberland,Physical,Adults,2024-03,149
Northumberland,Physical,Under 12,2023-04,
Northumberland,Physical,Under 12,2023-05,
Northumberland,Physical,Under 12,2023-06,13
Northumberland,Physical,Under 12,2023-07,76
Northumberland,Physical,Under 12,2023-08,91
Northumberland,Physical,Under 12,2023-09,88
Northumberland,Physical,Under 12,2023-10,108
Northumberland,Physical,Under 12,2023-11,11
Northumberland,Physical,Under 12,2023-12,67
Northumberland,Physical,Under 12,2024-01,97
Northumberland,Physical,Under 12,2024-02,115
Northumberland,Physical,Under 12,2024-03,145
Northumberland,Physical,12-17,2023-04,
Northumberland,Physical,12-17,2023-05,
Northumberland,Physical,12-17,2023-06,
Northumberland,Physical,12-17,2023-07,
Northumberland,Physical,12-17,2023-08,
Northumberland,Physical,12-17,2023-09,
Northumberland,Physical,12-17,2023-10,
Northumberland,Physical,12-17,2023-11,
Northumberland,Physical,12-17,2023-12,
Northumberland,Physical,12-17,2024-01,
Northumberland,Physical,12-17,2024-02,
Northumberland,Physical,12-17,2024-03,
Northumberland,Physical,All Ages,2023-04,
Northumberland,Physical,All Ages,2023-05,
Northumberland,Physical,All Ages,2023-06,
Northumberland,Physical,All Ages,2023-07,
Northumberland,Physical,All Ages,2023-08,
Northumberland,Physical,All Ages,2023-09,
Northumberland,Physical,All Ages,2023-10,
Northumberland,Physical,All Ages,2023-11,
Northumberland,Physical,All Ages,2023-12,
Northumberland,Physical,All Ages,2024-01,
Northumberland,Physical,All Ages,2024-02,
Northumberland,Physical,All Ages,2024-03,
Northumberland,Digital,Adults,2023-04,
Northumberland,Digital,Adults,2023-05,
Northumberland,Digital,Adults,2023-06,
Northumberland,Digital,Adults,2023-07,
Northumberland,Digital,Adults,2023-08,
Northumberland,Digital,Adults,2023-09,1
Northumberland,Digital,Adults,2023-10,
Northumberland,Digital,Adults,2023-11,1
Northumberland,Digital,Adults,2023-12,
Northumberland,Digital,Adults,2024-01,
Northumberland,Digital,Adults,2024-02,
Northumberland,Digital,Adults,2024-03,
Northumberland,Digital,Under 12,2023-04,
Northumberland,Digital,Under 12,2023-05,
Northumberland,Digital,Under 12,2023-06,
Northumberland,Digital,Under 12,2023-07,
Northumberland,Digital,Under 12,2023-08,
Northumberland,Digital,Under 12,2023-09,
Northumberland,Digital,Under 12,2023-10,
Northumberland,Digital,Under 12,2023-11,
Northumberland,Digital,Under 12,2023-12,
Northumberland,Digital,Under 12,2024-01,
Northumberland,Digital,Under 12,2024-02,
Northumberland,Digital,Under 12,2024-03,
Northumberland,Digital,12-17,2023-04,
Northumberland,Digital,12-17,2023-05,
Northumberland,Digital,12-17,2023-06,
Northumberland,Digital,12-17,2023-07,
Northumberland,Digital,12-17,2023-08,
Northumberland,Digital,12-17,2023-09,
Northumberland,Digital,12-17,2023-10,
Northumberland,Digital,12-17,2023-11,
Northumberland,Digital,12-17,2023-12,
Northumberland,Digital,12-17,2024-01,
Northumberland,Digital,12-17,2024-02,
Northumberland,Digital,12-17,2024-03,
Northumberland,Digital,All Ages,2023-04,
Northumberland,Digital,All Ages,2023-05,
Northumberland,Digital,All Ages,2023-06,
Northumberland,Digital,All Ages,2023-07,
Northumberland,Digital,All Ages,2023-08,
Northumberland,Digital,All Ages,2023-09,
Northumberland,Digital,All Ages,2023-10,
Northumberland,Digital,All Ages,2023-11,
Northumberland,Digital,All Ages,2023-12,
Northumberland,Digital,All Ages,2024-01,
Northumberland,Digital,All Ages,2024-02,
Northumberland,Digital,All Ages,2024-03,
Nottingham,Physical,Adults,2023-04,171
Nottingham,Physical,Adults,2023-05,167
Nottingham,Physical,Adults,2023-06,189
Nottingham,Physical,Adults,2023-07,202
Nottingham,Physical,Adults,2023-08,149
Nottingham,Physical,Adults,2023-09,189
Nottingham,Physical,Adults,2023-10,219
Nottingham,Physical,Adults,2023-11,198
Nottingham,Physical,Adults,2023-12,201
Nottingham,Physical,Adults,2024-01,253
Nottingham,Physical,Adults,2024-02,258
Nottingham,Physical,Adults,2024-03,264
Nottingham,Physical,Under 12,2023-04,115
Nottingham,Physical,Under 12,2023-05,117
Nottingham,Physical,Under 12,2023-06,157
Nottingham,Physical,Under 12,2023-07,116
Nottingham,Physical,Under 12,2023-08,106
Nottingham,Physical,Under 12,2023-09,147
Nottingham,Physical,Under 12,2023-10,171
Nottingham,Physical,Under 12,2023-11,194
Nottingham,Physical,Under 12,2023-12,127
Nottingham,Physical,Under 12,2024-01,184
Nottingham,Physical,Under 12,2024-02,198
Nottingham,Physical,Under 12,2024-03,194
Nottingham,Physical,12-17,2023-04,
Nottingham,Physical,12-17,2023-05,
Nottingham,Physical,12-17,2023-06,
Nottingham,Physical,12-17,2023-07,
Nottingham,Physical,12-17,2023-08,
Nottingham,Physical,12-17,2023-09,
Nottingham,Physical,12-17,2023-10,
Nottingham,Physical,12-17,2023-11,
Nottingham,Physical,12-17,2023-12,
Nottingham,Physical,12-17,2024-01,
Nottingham,Physical,12-17,2024-02,
Nottingham,Physical,12-17,2024-03,
Nottingham,Physical,All Ages,2023-04,
Nottingham,Physical,All Ages,2023-05,
Nottingham,Physical,All Ages,2023-06,
