Authority,Event type,Age group,Month,Count
Southwark,Digital,12-17,2023-06,
Southwark,Digital,12-17,2023-07,
Southwark,Digital,12-17,2023-08,
Southwark,Digital,12-17,2023-09,
Southwark,Digital,12-17,2023-10,
Southwark,Digital,12-17,2023-11,
Southwark,Digital,12-17,2023-12,
Southwark,Digital,12-17,2024-01,
Southwark,Digital,12-17,2024-02,
Southwark,Digital,12-17,2024-03,
Southwark,Digital,All Ages,2023-04,
Southwark,Digital,All Ages,2023-05,
Southwark,Digital,All Ages,2023-06,
Southwark,Digital,All Ages,2023-07,
Southwark,Digital,All Ages,2023-08,
Southwark,Digital,All Ages,2023-09,
Southwark,Digital,All Ages,2023-10,
Southwark,Digital,All Ages,2023-11,
Southwark,Digital,All Ages,2023-12,
Southwark,Digital,All Ages,2024-01,
Southwark,Digital,All Ages,2024-02,
Southwark,Digital,All Ages,2024-03,
St. Helens,Physical,Adults,2023-04,
St. Helens,Physical,Adults,2023-05,
St. Helens,Physical,Adults,2023-06,
St. Helens,Physical,Adults,2023-07,
St. Helens,Physical,Adults,2023-08,
St. Helens,Physical,Adults,2023-09,
St. Helens,Physical,Adults,2023-10,
St. Helens,Physical,Adults,2023-11,
St. Helens,Physical,Adults,2023-12,
St. Helens,Physical,Adults,2024-01,
St. Helens,Physical,Adults,2024-02,
St. Helens,Physical,Adults,2024-03,
St. Helens,Physical,Under 12,2023-04,
St. Helens,Physical,Under 12,2023-05,
St. Helens,Physical,Under 12,2023-06,
St. Helens,Physical,Under 12,2023-07,
St. Helens,Physical,Under 12,2023-08,
St. Helens,Physical,Under 12,2023-09,
St. Helens,Physical,Under 12,2023-10,
St. Helens,Physical,Under 12,2023-11,
St. Helens,Physical,Under 12,2023-12,
St. Helens,Physical,Under 12,2024-01,
St. Helens,Physical,Under 12,2024-02,
St. Helens,Physical,Under 12,2024-03,
St. Helens,Physical,12-17,2023-04,
St. Helens,Physical,12-17,2023-05,
St. Helens,Physical,12-17,2023-06,
St. Helens,Physical,12-17,2023-07,
St. Helens,Physical,12-17,2023-08,
St. Helens,Physical,12-17,2023-09,
St. Helens,Physical,12-17,2023-10,
St. Helens,Physical,12-17,2023-11,
St. Helens,Physical,12-17,2023-12,
St. Helens,Physical,12-17,2024-01,
St. Helens,Physical,12-17,2024-02,
St. Helens,Physical,12-17,2024-03,
St. Helens,Physical,All Ages,2023-04,
St. Helens,Physical,All Ages,2023-05,
St. Helens,Physical,All Ages,2023-06,
St. Helens,Physical,All Ages,2023-07,
St. Helens,Physical,All Ages,2023-08,
St. Helens,Physical,All Ages,2023-09,
St. Helens,Physical,All Ages,2023-10,
St. Helens,Physical,All Ages,2023-11,
St. Helens,Physical,All Ages,2023-12,
St. Helens,Physical,All Ages,2024-01,
St. Helens,Physical,All Ages,2024-02,
St. Helens,Physical,All Ages,2024-03,
St. Helens,Digital,Adults,2023-04,
St. Helens,Digital,Adults,2023-05,
St. Helens,Digital,Adults,2023-06,
St. Helens,Digital,Adults,2023-07,
St. Helens,Digital,Adults,2023-08,
St. Helens,Digital,Adults,2023-09,
St. Helens,Digital,Adults,2023-10,
St. Helens,Digital,Adults,2023-11,
St. Helens,Digital,Adults,2023-12,
St. Helens,Digital,Adults,2024-01,
St. Helens,Digital,Adults,2024-02,
St. Helens,Digital,Adults,2024-03,
St. Helens,Digital,Under 12,2023-04,
St. Helens,Digital,Under 12,2023-05,
St. Helens,Digital,Under 12,2023-06,
St. Helens,Digital,Under 12,2023-07,
St. Helens,Digital,Under 12,2023-08,
St. Helens,Digital,Under 12,2023-09,
St. Helens,Digital,Under 12,2023-10,
St. Helens,Digital,Under 12,2023-11,
St. Helens,Digital,Under 12,2023-12,
St. Helens,Digital,Under 12,2024-01,
St. Helens,Digital,Under 12,2024-02,
St. Helens,Digital,Under 12,2024-03,
St. Helens,Digital,12-17,2023-04,
St. Helens,Digital,12-17,2023-05,
St. Helens,Digital,12-17,2023-06,
St. Helens,Digital,12-17,2023-07,
St. Helens,Digital,12-17,2023-08,
St. Helens,Digital,12-17,2023-09,
St. Helens,Digital,12-17,2023-10,
St. Helens,Digital,12-17,2023-11,
St. Helens,Digital,12-17,2023-12,
St. Helens,Digital,12-17,2024-01,
St. Helens,Digital,12-17,2024-02,
St. Helens,Digital,12-17,2024-03,
St. Helens,Digital,All Ages,2023-04,
St. Helens,Digital,All Ages,2023-05,
St. Helens,Digital,All Ages,2023-06,
St. Helens,Digital,All Ages,2023-07,
St. Helens,Digital,All Ages,2023-08,
St. Helens,Digital,All Ages,2023-09,
St. Helens,Digital,All Ages,2023-10,
St. Helens,Digital,All Ages,2023-11,
St. Helens,Digital,All Ages,2023-12,
St. Helens,Digital,All Ages,2024-01,
St. Helens,Digital,All Ages,2024-02,
St. Helens,Digital,All Ages,2024-03,
Staffordshire,Physical,Adults,2023-04,
Staffordshire,Physical,Adults,2023-05,
Staffordshire,Physical,Adults,2023-06,
Staffordshire,Physical,Adults,2023-07,
Staffordshire,Physical,Adults,2023-08,
Staffordshire,Physical,Adults,2023-09,
Staffordshire,Physical,Adults,2023-10,
Staffordshire,Physical,Adults,2023-11,
Staffordshire,Physical,Adults,2023-12,
Staffordshire,Physical,Adults,2024-01,
Staffordshire,Physical,Adults,2024-02,
Staffordshire,Physical,Adults,2024-03,
Staffordshire,Physical,Under 12,2023-04,
Staffordshire,Physical,Under 12,2023-05,
Staffordshire,Physical,Under 12,2023-06,
Staffordshire,Physical,Under 12,2023-07,
Staffordshire,Physical,Under 12,2023-08,
Staffordshire,Physical,Under 12,2023-09,
Staffordshire,Physical,Under 12,2023-10,
Staffordshire,Physical,Under 12,2023-11,
Staffordshire,Physical,Under 12,2023-12,
Staffordshire,Physical,Under 12,2024-01,
Staffordshire,Physical,Under 12,2024-02,
Staffordshire,Physical,Under 12,2024-03,
Staffordshire,Physical,12-17,2023-04,
Staffordshire,Physical,12-17,2023-05,
Staffordshire,Physical,12-17,2023-06,
Staffordshire,Physical,12-17,2023-07,
Staffordshire,Physical,12-17,2023-08,
Staffordshire,Physical,12-17,2023-09,
Staffordshire,Physical,12-17,2023-10,
Staffordshire,Physical,12-17,2023-11,
Staffordshire,Physical,12-17,2023-12,
Staffordshire,Physical,12-17,2024-01,
Staffordshire,Physical,12-17,2024-02,
Staffordshire,Physical,12-17,2024-03,
Staffordshire,Physical,All Ages,2023-04,
Staffordshire,Physical,All Ages,2023-05,
Staffordshire,Physical,All Ages,2023-06,
Staffordshire,Physical,All Ages,2023-07,
Staffordshire,Physical,All Ages,2023-08,
Staffordshire,Physical,All Ages,2023-09,
Staffordshire,Physical,All Ages,2023-10,
Staffordshire,Physical,All Ages,2023-11,
Staffordshire,Physical,All Ages,2023-12,
Staffordshire,Physical,All Ages,2024-01,
Staffordshire,Physical,All Ages,2024-02,
Staffordshire,Physical,All Ages,2024-03,
Staffordshire,Digital,Adults,2023-04,
Staffordshire,Digital,Adults,2023-05,
Staffordshire,Digital,Adults,2023-06,
Staffordshire,Digital,Adults,2023-07,
Staffordshire,Digital,Adults,2023-08,
Staffordshire,Digital,Adults,2023-09,
Staffordshire,Digital,Adults,2023-10,
Staffordshire,Digital,Adults,2023-11,
Staffordshire,Digital,Adults,2023-12,
Staffordshire,Digital,Adults,2024-01,
Staffordshire,Digital,Adults,2024-02,
Staffordshire,Digital,Adults,2024-03,
Staffordshire,Digital,Under 12,2023-04,
Staffordshire,Digital,Under 12,2023-05,
Staffordshire,Digital,Under 12,2023-06,
Staffordshire,Digital,Under 12,2023-07,
Staffordshire,Digital,Under 12,2023-08,
Staffordshire,Digital,Under 12,2023-09,
Staffordshire,Digital,Under 12,2023-10,
Staffordshire,Digital,Under 12,2023-11,
Staffordshire,Digital,Under 12,2023-12,
Staffordshire,Digital,Under 12,2024-01,
Staffordshire,Digital,Under 12,2024-02,
Staffordshire,Digital,Under 12,2024-03,
Staffordshire,Digital,12-17,2023-04,
Staffordshire,Digital,12-17,2023-05,
Staffordshire,Digital,12-17,2023-06,
Staffordshire,Digital,12-17,2023-07,
Staffordshire,Digital,12-17,2023-08,
Staffordshire,Digital,12-17,2023-09,
Staffordshire,Digital,12-17,2023-10,
Staffordshire,Digital,12-17,2023-11,
Staffordshire,Digital,12-17,2023-12,
Staffordshire,Digital,12-17,2024-01,
Staffordshire,Digital,12-17,2024-02,
Staffordshire,Digital,12-17,2024-03,
Staffordshire,Digital,All Ages,2023-04,
Staffordshire,Digital,All Ages,2023-05,
Staffordshire,Digital,All Ages,2023-06,
Staffordshire,Digital,All Ages,2023-07,
Staffordshire,Digital,All Ages,2023-08,
Staffordshire,Digital,All Ages,2023-09,
Staffordshire,Digital,All Ages,2023-10,
Staffordshire,Digital,All Ages,2023-11,
Staffordshire,Digital,All Ages,2023-12,
Staffordshire,Digital,All Ages,2024-01,
Staffordshire,Digital,All Ages,2024-02,
Staffordshire,Digital,All Ages,2024-03,
Stockport,Physical,Adults,2023-04,60
Stockport,Physical,Adults,2023-05,62
Stockport,Physical,Adults,2023-06,75
Stockport,Physical,Adults,2023-07,75
Stockport,Physical,Adults,2023-08,64
Stockport,Physical,Adults,2023-09,79
Stockport,Physical,Adults,2023-10,94
Stockport,Physical,Adults,2023-11,76
Stockport,Physical,Adults,2023-12,69
Stockport,Physical,Adults,2024-01,94
Stockport,Physical,Adults,2024-02,76
Stockport,Physical,Adults,2024-03,90
Stockport,Physical,Under 12,2023-04,85
Stockport,Physical,Under 12,2023-05,82
Stockport,Physical,Under 12,2023-06,89
Stockport,Physical,Under 12,2023-07,89
Stockport,Physical,Under 12,2023-08,129
Stockport,Physical,Under 12,2023-09,71
Stockport,Physical,Under 12,2023-10,105
Stockport,Physical,Under 12,2023-11,92
Stockport,Physical,Under 12,2023-12,82
Stockport,Physical,Under 12,2024-01,97
Stockport,Physical,Under 12,2024-02,103
Stockport,Physical,Under 12,2024-03,105
Stockport,Physical,12-17,2023-04,
Stockport,Physical,12-17,2023-05,
Stockport,Physical,12-17,2023-06,
Stockport,Physical,12-17,2023-07,
Stockport,Physical,12-17,2023-08,
Stockport,Physical,12-17,2023-09,
Stockport,Physical,12-17,2023-10,
Stockport,Physical,12-17,2023-11,
Stockport,Physical,12-17,2023-12,
Stockport,Physical,12-17,2024-01,
Stockport,Physical,12-17,2024-02,
Stockport,Physical,12-17,2024-03,
Stockport,Physical,All Ages,2023-04,
Stockport,Physical,All Ages,2023-05,
Stockport,Physical,All Ages,2023-06,
Stockport,Physical,All Ages,2023-07,
Stockport,Physical,All Ages,2023-08,
Stockport,Physical,All Ages,2023-09,
Stockport,Physical,All Ages,2023-10,
Stockport,Physical,All Ages,2023-11,
Stockport,Physical,All Ages,2023-12,
Stockport,Physical,All Ages,2024-01,
Stockport,Physical,All Ages,2024-02,
Stockport,Physical,All Ages,2024-03,
Stockport,Digital,Adults,2023-04,
Stockport,Digital,Adults,2023-05,
Stockport,Digital,Adults,2023-06,
Stockport,Digital,Adults,2023-07,
Stockport,Digital,Adults,2023-08,
Stockport,Digital,Adults,2023-09,
Stockport,Digital,Adults,2023-10,
Stockport,Digital,Adults,2023-11,
Stockport,Digital,Adults,2023-12,
Stockport,Digital,Adults,2024-01,
Stockport,Digital,Adults,2024-02,
Stockport,Digital,Adults,2024-03,
Stockport,Digital,Under 12,2023-04,
Stockport,Digital,Under 12,2023-05,
Stockport,Digital,Under 12,2023-06,
Stockport,Digital,Under 12,2023-07,
Stockport,Digital,Under 12,2023-08,
Stockport,Digital,Under 12,2023-09,
Stockport,Digital,Under 12,2023-10,
Stockport,Digital,Under 12,2023-11,
Stockport,Digital,Under 12,2023-12,
Stockport,Digital,Under 12,2024-01,
Stockport,Digital,Under 12,2024-02,
Stockport,Digital,Under 12,2024-03,
Stockport,Digital,12-17,2023-04,
Stockport,Digital,12-17,2023-05,
Stockport,Digital,12-17,2023-06,
Stockport,Digital,12-17,2023-07,
Stockport,Digital,12-17,2023-08,
Stockport,Digital,12-17,2023-09,
Stockport,Digital,12-17,2023-10,
Stockport,Digital,12-17,2023-11,
Stockport,Digital,12-17,2023-12,
Stockport,Digital,12-17,2024-01,
Stockport,Digital,12-17,2024-02,
Stockport,Digital,12-17,2024-03,
Stockport,Digital,All Ages,2023-04,
Stockport,Digital,All Ages,2023-05,
Stockport,Digital,All Ages,2023-06,
Stockport,Digital,All Ages,2023-07,
Stockport,Digital,All Ages,2023-08,
Stockport,Digital,All Ages,2023-09,
Stockport,Digital,All Ages,2023-10,
Stockport,Digital,All Ages,2023-11,
Stockport,Digital,All Ages,2023-12,
Stockport,Digital,All Ages,2024-01,
Stockport,Digital,All Ages,2024-02,
Stockport,Digital,All Ages,2024-03,
Stockton-on-Tees,Physical,Adults,2023-04,
Stockton-on-Tees,Physical,Adults,2023-05,
Stockton-on-Tees,Physical,Adults,2023-06,
Stockton-on-Tees,Physical,Adults,2023-07,
Stockton-on-Tees,Physical,Adults,2023-08,
Stockton-on-Tees,Physical,Adults,2023-09,
Stockton-on-Tees,Physical,Adults,2023-10,
Stockton-on-Tees,Physical,Adults,2023-11,
Stockton-on-Tees,Physical,Adults,2023-12,
Stockton-on-Tees,Physical,Adults,2024-01,
Stockton-on-Tees,Physical,Adults,2024-02,
Stockton-on-Tees,Physical,Adults,2024-03,
Stockton-on-Tees,Physical,Under 12,2023-04,
Stockton-on-Tees,Physical,Under 12,2023-05,
Stockton-on-Tees,Physical,Under 12,2023-06,
Stockton-on-Tees,Physical,Under 12,2023-07,
Stockton-on-Tees,Physical,Under 12,2023-08,
Stockton-on-Tees,Physical,Under 12,2023-09,
Stockton-on-Tees,Physical,Under 12,2023-10,
Stockton-on-Tees,Physical,Under 12,2023-11,
Stockton-on-Tees,Physical,Under 12,2023-12,
Stockton-on-Tees,Physical,Under 12,2024-01,
Stockton-on-Tees,Physical,Under 12,2024-02,
Stockton-on-Tees,Physical,Under 12,2024-03,
Stockton-on-Tees,Physical,12-17,2023-04,
Stockton-on-Tees,Physical,12-17,2023-05,
Stockton-on-Tees,Physical,12-17,2023-06,
Stockton-on-Tees,Physical,12-17,2023-07,
Stockton-on-Tees,Physical,12-17,2023-08,
Stockton-on-Tees,Physical,12-17,2023-09,
Stockton-on-Tees,Physical,12-17,2023-10,
Stockton-on-Tees,Physical,12-17,2023-11,
Stockton-on-Tees,Physical,12-17,2023-12,
Stockton-on-Tees,Physical,12-17,2024-01,
Stockton-on-Tees,Physical,12-17,2024-02,
Stockton-on-Tees,Physical,12-17,2024-03,
Stockton-on-Tees,Physical,All Ages,2023-04,
Stockton-on-Tees,Physical,All Ages,2023-05,
Stockton-on-Tees,Physical,All Ages,2023-06,
Stockton-on-Tees,Physical,All Ages,2023-07,
Stockton-on-Tees,Physical,All Ages,2023-08,
Stockton-on-Tees,Physical,All Ages,2023-09,
Stockton-on-Tees,Physical,All Ages,2023-10,
Stockton-on-Tees,Physical,All Ages,2023-11,
Stockton-on-Tees,Physical,All Ages,2023-12,
Stockton-on-Tees,Physical,All Ages,2024-01,
Stockton-on-Tees,Physical,All Ages,2024-02,
Stockton-on-Tees,Physical,All Ages,2024-03,
Stockton-on-Tees,Digital,Adults,2023-04,
Stockton-on-Tees,Digital,Adults,2023-05,
Stockton-on-Tees,Digital,Adults,2023-06,
Stockton-on-Tees,Digital,Adults,2023-07,
Stockton-on-Tees,Digital,Adults,2023-08,
Stockton-on-Tees,Digital,Adults,2023-09,
Stockton-on-Tees,Digital,Adults,2023-10,
Stockton-on-Tees,Digital,Adults,2023-11,
Stockton-on-Tees,Digital,Adults,2023-12,
Stockton-on-Tees,Digital,Adults,2024-01,
Stockton-on-Tees,Digital,Adults,2024-02,
Stockton-on-Tees,Digital,Adults,2024-03,
Stockton-on-Tees,Digital,Under 12,2023-04,
Stockton-on-Tees,Digital,Under 12,2023-05,
Stockton-on-Tees,Digital,Under 12,2023-06,
Stockton-on-Tees,Digital,Under 12,2023-07,
Stockton-on-Tees,Digital,Under 12,2023-08,
Stockton-on-Tees,Digital,Under 12,2023-09,
Stockton-on-Tees,Digital,Under 12,2023-10,
Stockton-on-Tees,Digital,Under 12,2023-11,
Stockton-on-Tees,Digital,Under 12,2023-12,
Stockton-on-Tees,Digital,Under 12,2024-01,
Stockton-on-Tees,Digital,Under 12,2024-02,
Stockton-on-Tees,Digital,Under 12,2024-03,
Stockton-on-Tees,Digital,12-17,2023-04,
Stockton-on-Tees,Digital,12-17,2023-05,
Stockton-on-Tees,Digital,12-17,2023-06,
Stockton-on-Tees,Digital,12-17,2023-07,
Stockton-on-Tees,Digital,12-17,2023-08,
Stockton-on-Tees,Digital,12-17,2023-09,
Stockton-on-Tees,Digital,12-17,2023-10,
Stockton-on-Tees,Digital,12-17,2023-11,
Stockton-on-Tees,Digital,12-17,2023-12,
Stockton-on-Tees,Digital,12-17,2024-01,
Stockton-on-Tees,Digital,12-17,2024-02,
Stockton-on-Tees,Digital,12-17,2024-03,
Stockton-on-Tees,Digital,All Ages,2023-04,
Stockton-on-Tees,Digital,All Ages,2023-05,
Stockton-on-Tees,Digital,All Ages,2023-06,
Stockton-on-Tees,Digital,All Ages,2023-07,
Stockton-on-Tees,Digital,All Ages,2023-08,
Stockton-on-Tees,Digital,All Ages,2023-09,
Stockton-on-Tees,Digital,All Ages,2023-10,
Stockton-on-Tees,Digital,All Ages,2023-11,
Stockton-on-Tees,Digital,All Ages,2023-12,
Stockton-on-Tees,Digital,All Ages,2024-01,
Stockton-on-Tees,Digital,All Ages,2024-02,
Stockton-on-Tees,Digital,All Ages,2024-03,
Stoke-on-Trent,Physical,Adults,2023-04,
Stoke-on-Trent,Physical,Adults,2023-05,
Stoke-on-Trent,Physical,Adults,2023-06,
Stoke-on-Trent,Physical,Adults,2023-07,
Stoke-on-Trent,Physical,Adults,2023-08,
Stoke-on-Trent,Physical,Adults,2023-09,
Stoke-on-Trent,Physical,Adults,2023-10,
Stoke-on-Trent,Physical,Adults,2023-11,
Stoke-on-Trent,Physical,Adults,2023-12,
Stoke-on-Trent,Physical,Adults,2024-01,
Stoke-on-Trent,Physical,Adults,2024-02,
Stoke-on-Trent,Physical,Adults,2024-03,
Stoke-on-Trent,Physical,Under 12,2023-04,
Stoke-on-Trent,Physical,Under 12,2023-05,
Stoke-on-Trent,Physical,Under 12,2023-06,
Stoke-on-Trent,Physical,Under 12,2023-07,
Stoke-on-Trent,Physical,Under 12,2023-08,
Stoke-on-Trent,Physical,Under 12,2023-09,
Stoke-on-Trent,Physical,Under 12,2023-10,
Stoke-on-Trent,Physical,Under 12,2023-11,
Stoke-on-Trent,Physical,Under 12,2023-12,
Stoke-on-Trent,Physical,Under 12,2024-01,
Stoke-on-Trent,Physical,Under 12,2024-02,
Stoke-on-Trent,Physical,Under 12,2024-03,
Stoke-on-Trent,Physical,12-17,2023-04,
Stoke-on-Trent,Physical,12-17,2023-05,
Stoke-on-Trent,Physical,12-17,2023-06,
Stoke-on-Trent,Physical,12-17,2023-07,
Stoke-on-Trent,Physical,12-17,2023-08,
Stoke-on-Trent,Physical,12-17,2023-09,
Stoke-on-Trent,Physical,12-17,2023-10,
Stoke-on-Trent,Physical,12-17,2023-11,
Stoke-on-Trent,Physical,12-17,2023-12,
Stoke-on-Trent,Physical,12-17,2024-01,
Stoke-on-Trent,Physical,12-17,2024-02,
Stoke-on-Trent,Physical,12-17,2024-03,
Stoke-on-Trent,Physical,All Ages,2023-04,
Stoke-on-Trent,Physical,All Ages,2023-05,
Stoke-on-Trent,Physical,All Ages,2023-06,
Stoke-on-Trent,Physical,All Ages,2023-07,
Stoke-on-Trent,Physical,All Ages,2023-08,
Stoke-on-Trent,Physical,All Ages,2023-09,
Stoke-on-Trent,Physical,All Ages,2023-10,
Stoke-on-Trent,Physical,All Ages,2023-11,
Stoke-on-Trent,Physical,All Ages,2023-12,
Stoke-on-Trent,Physical,All Ages,2024-01,
Stoke-on-Trent,Physical,All Ages,2024-02,
Stoke-on-Trent,Physical,All Ages,2024-03,
Stoke-on-Trent,Digital,Adults,2023-04,
Stoke-on-Trent,Digital,Adults,2023-05,
Stoke-on-Trent,Digital,Adults,2023-06,
Stoke-on-Trent,Digital,Adults,2023-07,
Stoke-on-Trent,Digital,Adults,2023-08,
Stoke-on-Trent,Digital,Adults,2023-09,
Stoke-on-Trent,Digital,Adults,2023-10,
Stoke-on-Trent,Digital,Adults,2023-11,
Stoke-on-Trent,Digital,Adults,2023-12,
Stoke-on-Trent,Digital,Adults,2024-01,
Stoke-on-Trent,Digital,Adults,2024-02,
Stoke-on-Trent,Digital,Adults,2024-03,
Stoke-on-Trent,Digital,Under 12,2023-04,
Stoke-on-Trent,Digital,Under 12,2023-05,
Stoke-on-Trent,Digital,Under 12,2023-06,
Stoke-on-Trent,Digital,Under 12,2023-07,
Stoke-on-Trent,Digital,Under 12,2023-08,
Stoke-on-Trent,Digital,Under 12,2023-09,
Stoke-on-Trent,Digital,Under 12,2023-10,
Stoke-on-Trent,Digital,Under 12,2023-11,
Stoke-on-Trent,Digital,Under 12,2023-12,
Stoke-on-Trent,Digital,Under 12,2024-01,
Stoke-on-Trent,Digital,Under 12,2024-02,
Stoke-on-Trent,Digital,Under 12,2024-03,
Stoke-on-Trent,Digital,12-17,2023-04,
Stoke-on-Trent,Digital,12-17,2023-05,
Stoke-on-Trent,Digital,12-17,2023-06,
Stoke-on-Trent,Digital,12-17,2023-07,
Stoke-on-Trent,Digital,12-17,2023-08,
Stoke-on-Trent,Digital,12-17,2023-09,
Stoke-on-Trent,Digital,12-17,2023-10,
Stoke-on-Trent,Digital,12-17,2023-11,
Stoke-on-Trent,Digital,12-17,2023-12,
Stoke-on-Trent,Digital,12-17,2024-01,
Stoke-on-Trent,Digital,12-17,2024-02,
Stoke-on-Trent,Digital,12-17,2024-03,
Stoke-on-Trent,Digital,All Ages,2023-04,
Stoke-on-Trent,Digital,All Ages,2023-05,
Stoke-on-Trent,Digital,All Ages,2023-06,
Stoke-on-Trent,Digital,All Ages,2023-07,
Stoke-on-Trent,Digital,All Ages,2023-08,
Stoke-on-Trent,Digital,All Ages,2023-09,
Stoke-on-Trent,Digital,All Ages,2023-10,
Stoke-on-Trent,Digital,All Ages,2023-11,
Stoke-on-Trent,Digital,All Ages,2023-12,
Stoke-on-Trent,Digital,All Ages,2024-01,
Stoke-on-Trent,Digital,All Ages,2024-02,
Stoke-on-Trent,Digital,All Ages,2024-03,
Suffolk,Physical,Adults,2023-04,
Suffolk,Physical,Adults,2023-05,
Suffolk,Physical,Adults,2023-06,886
Suffolk,Physical,Adults,2023-07,
Suffolk,Physical,Adults,2023-08,
Suffolk,Physical,Adults,2023-09,824
Suffolk,Physical,Adults,2023-10,
Suffolk,Physical,Adults,2023-11,
Suffolk,Physical,Adults,2023-12,787
Suffolk,Physical,Adults,2024-01,
Suffolk,Physical,Adults,2024-02,
Suffolk,Physical,Adults,2024-03,932
Suffolk,Physical,Under 12,2023-04,
Suffolk,Physical,Under 12,2023-05,
Suffolk,Physical,Under 12,2023-06,1272
Suffolk,Physical,Under 12,2023-07,
Suffolk,Physical,Under 12,2023-08,
Suffolk,Physical,Under 12,2023-09,1302
Suffolk,Physical,Under 12,2023-10,
Suffolk,Physical,Under 12,2023-11,
Suffolk,Physical,Under 12,2023-12,1378
Suffolk,Physical,Under 12,2024-01,
Suffolk,Physical,Under 12,2024-02,
Suffolk,Physical,Under 12,2024-03,1427
Suffolk,Physical,12-17,2023-04,
Suffolk,Physical,12-17,2023-05,
Suffolk,Physical,12-17,2023-06,29
Suffolk,Physical,12-17,2023-07,
Suffolk,Physical,12-17,2023-08,
Suffolk,Physical,12-17,2023-09,44
Suffolk,Physical,12-17,2023-10,
Suffolk,Physical,12-17,2023-11,
Suffolk,Physical,12-17,2023-12,41
Suffolk,Physical,12-17,2024-01,
Suffolk,Physical,12-17,2024-02,
Suffolk,Physical,12-17,2024-03,59
Suffolk,Physical,All Ages,2023-04,
Suffolk,Physical,All Ages,2023-05,
Suffolk,Physical,All Ages,2023-06,919
Suffolk,Physical,All Ages,2023-07,
Suffolk,Physical,All Ages,2023-08,
Suffolk,Physical,All Ages,2023-09,819
Suffolk,Physical,All Ages,2023-10,
Suffolk,Physical,All Ages,2023-11,
Suffolk,Physical,All Ages,2023-12,858
Suffolk,Physical,All Ages,2024-01,
Suffolk,Physical,All Ages,2024-02,
Suffolk,Physical,All Ages,2024-03,914
Suffolk,Digital,Adults,2023-04,
Suffolk,Digital,Adults,2023-05,
Suffolk,Digital,Adults,2023-06,
Suffolk,Digital,Adults,2023-07,
Suffolk,Digital,Adults,2023-08,
Suffolk,Digital,Adults,2023-09,
Suffolk,Digital,Adults,2023-10,
Suffolk,Digital,Adults,2023-11,
Suffolk,Digital,Adults,2023-12,
Suffolk,Digital,Adults,2024-01,
Suffolk,Digital,Adults,2024-02,
Suffolk,Digital,Adults,2024-03,
Suffolk,Digital,Under 12,2023-04,
Suffolk,Digital,Under 12,2023-05,
Suffolk,Digital,Under 12,2023-06,
Suffolk,Digital,Under 12,2023-07,
Suffolk,Digital,Under 12,2023-08,
Suffolk,Digital,Under 12,2023-09,
Suffolk,Digital,Under 12,2023-10,
Suffolk,Digital,Under 12,2023-11,
Suffolk,Digital,Under 12,2023-12,
Suffolk,Digital,Under 12,2024-01,
Suffolk,Digital,Under 12,2024-02,
Suffolk,Digital,Under 12,2024-03,
Suffolk,Digital,12-17,2023-04,
Suffolk,Digital,12-17,2023-05,
Suffolk,Digital,12-17,2023-06,
Suffolk,Digital,12-17,2023-07,
Suffolk,Digital,12-17,2023-08,
Suffolk,Digital,12-17,2023-09,
Suffolk,Digital,12-17,2023-10,
Suffolk,Digital,12-17,2023-11,
Suffolk,Digital,12-17,2023-12,
Suffolk,Digital,12-17,2024-01,
Suffolk,Digital,12-17,2024-02,
Suffolk,Digital,12-17,2024-03,
Suffolk,Digital,All Ages,2023-04,
Suffolk,Digital,All Ages,2023-05,
Suffolk,Digital,All Ages,2023-06,
Suffolk,Digital,All Ages,2023-07,
Suffolk,Digital,All Ages,2023-08,
Suffolk,Digital,All Ages,2023-09,
Suffolk,Digital,All Ages,2023-10,
Suffolk,Digital,All Ages,2023-11,
Suffolk,Digital,All Ages,2023-12,
Suffolk,Digital,All Ages,2024-01,
Suffolk,Digital,All Ages,2024-02,
Suffolk,Digital,All Ages,2024-03,
Sunderland,Physical,Adults,2023-04,28
Sunderland,Physical,Adults,2023-05,30
Sunderland,Physical,Adults,2023-06,30
Sunderland,Physical,Adults,2023-07,30
Sunderland,Physical,Adults,2023-08,30
Sunderland,Physical,Adults,2023-09,30
Sunderland,Physical,Adults,2023-10,70
Sunderland,Physical,Adults,2023-11,11
Sunderland,Physical,Adults,2023-12,
Sunderland,Physical,Adults,2024-01,1
Sunderland,Physical,Adults,2024-02,6
Sunderland,Physical,Adults,2024-03,7
Sunderland,Physical,Under 12,2023-04,20
Sunderland,Physical,Under 12,2023-05,13
Sunderland,Physical,Under 12,2023-06,2
Sunderland,Physical,Under 12,2023-07,20
Sunderland,Physical,Under 12,2023-08,39
Sunderland,Physical,Under 12,2023-09,10
Sunderland,Physical,Under 12,2023-10,23
Sunderland,Physical,Under 12,2023-11,15
Sunderland,Physical,Under 12,2023-12,6
Sunderland,Physical,Under 12,2024-01,7
Sunderland,Physical,Under 12,2024-02,13
Sunderland,Physical,Under 12,2024-03,15
Sunderland,Physical,12-17,2023-04,
Sunderland,Physical,12-17,2023-05,
Sunderland,Physical,12-17,2023-06,
Sunderland,Physical,12-17,2023-07,
Sunderland,Physical,12-17,2023-08,
Sunderland,Physical,12-17,2023-09,
Sunderland,Physical,12-17,2023-10,
Sunderland,Physical,12-17,2023-11,
Sunderland,Physical,12-17,2023-12,
Sunderland,Physical,12-17,2024-01,
Sunderland,Physical,12-17,2024-02,
